PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Send  Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Currency : ,,,,USD,,,Transaction Currency : ,,,,,,NGN,,,,,,,,,,,,,,,
,,,,,,,,,Orig,Rcv,,,,,,,FX,,,,,,,Fx Rev,,,,
09/04/2019,,2178935800,,,,20947670,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"105,435.00","2,840.00",,(213.00),,,(474.99),(687.99),
,,,,,,,,,,,,,,,,,,,,297.00 ,0.00,,(0.60),,,(1.34),(1.94),
23/04/2019,,2181419398,,,,85195445,,MT,FIN,NGA,,399.83650000000,,,,10/04/2019,1.30,,trn,"51,303.02","5,597.71",,(135.14),,,"-1,007.59",,"-1,142.73"
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,144.52 ,0.00,,(0.38),,,(2.84),,(3.22)
23/04/2019,,2181419398,,,,85195445,,MT,FIN,NGA,,399.83650000000,,,,10/04/2019,1.30,,trn,0.00,0.00,,0.00,,,6.76,mk,6.76
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
23/04/2019,,2181419398,,,,85195445,,MT,FIN,NGA,,399.83650000000,,,,10/04/2019,1.30,,trn,0.00,0.00,,0.00,,,50.38,mk,50.38
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,0.00,0.00,,0.00,,,0.14,,0.14
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"51,303.02","5,597.71",,(135.14),,,(950.45),"-1,085.59",
,,,,,,,,,,,,,,,,,,,,144.52 ,0.00,,(0.38),,,(2.68),(3.06),
24/04/2019,,2183993965,,,,77489131,,MT,USA,NGA,,355.00000000000,,,,17/04/2019,1.00,,trn,"70,290.00","2,840.00",,(142.00),,,(511.20),,(653.20)
,,,,,,,,,,,,.00281690141,,,,24/04/2019,,,stl,198.00 ,0.00,,(0.40),,,(1.44),,(1.84)
24/04/2019,,2183993965,,,,77489131,,MT,USA,NGA,,355.00000000000,,,,17/04/2019,1.00,,trn,0.00,0.00,,0.00,,,7.10,mk,7.10
,,,,,,,,,,,,.00281690141,,,,24/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
24/04/2019,,2183993965,,,,77489131,,MT,USA,NGA,,355.00000000000,,,,17/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,24/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
24/04/2019,,2184028025,,,,54368520,,MT,AUS,NGA,,254.78350000000,,,,18/04/2019,6.10,,trn,"51,915.45","8,407.86",,(674.51),,,"-1,513.41",,"-2,187.92"
,,,,,,,,,,,,.00281690141,,,,24/04/2019,,,stl,146.24 ,0.00,,(1.90),,,(4.26),,(6.16)
24/04/2019,,2184028025,,,,54368520,,MT,AUS,NGA,,254.78350000000,,,,18/04/2019,6.10,,trn,0.00,0.00,,0.00,,,33.73,mk,33.73
,,,,,,,,,,,,.00281690141,,,,24/04/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
24/04/2019,,2184028025,,,,54368520,,MT,AUS,NGA,,254.78350000000,,,,18/04/2019,6.10,,trn,0.00,0.00,,0.00,,,75.67,mk,75.67
,,,,,,,,,,,,.00281690141,,,,24/04/2019,,,stl,0.00,0.00,,0.00,,,0.21,,0.21
24/04/2019,,2185724490,,,,49912857,,MT,POL,NGA,,92.97087785335,,,,24/04/2019,1.50,,trn,"120,514.43","9,297.09",,(367.05),,,"-1,673.48",,"-2,040.53"
,,,,,,,,,,,,.00281690141,,,,24/04/2019,,,stl,339.48 ,0.00,,(1.03),,,(4.71),,(5.74)
24/04/2019,,2185724490,,,,49912857,,MT,POL,NGA,,92.97087785335,,,,24/04/2019,1.50,,trn,0.00,0.00,,0.00,,,18.35,mk,18.35
,,,,,,,,,,,,.00281690141,,,,24/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
24/04/2019,,2185724490,,,,49912857,,MT,POL,NGA,,92.97087785335,,,,24/04/2019,1.50,,trn,0.00,0.00,,0.00,,,83.67,mk,83.67
,,,,,,,,,,,,.00281690141,,,,24/04/2019,,,stl,0.00,0.00,,0.00,,,0.24,,0.24
Daily Total : ,,,,,,,,,,,,,,,,,,3,,"242,719.88","20,544.95",,"-1,183.56",,,"-3,454.01","-4,637.57",
,,,,,,,,,,,,,,,,,,,,683.72 ,0.00,,(3.33),,,(9.72),(13.05),
29/04/2019,,2186900207,,,,33390397,,MT,USA,NGA,,355.00000000000,,,,27/04/2019,1.00,,trn,"52,717.50","2,840.00",,(106.50),,,(511.20),,(617.70)
,,,,,,,,,,,,.00281690141,,,,29/04/2019,,,stl,148.50 ,0.00,,(0.30),,,(1.44),,(1.74)
29/04/2019,,2186900207,,,,33390397,,MT,USA,NGA,,355.00000000000,,,,27/04/2019,1.00,,trn,0.00,0.00,,0.00,,,5.33,mk,5.33
,,,,,,,,,,,,.00281690141,,,,29/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
29/04/2019,,2186900207,,,,33390397,,MT,USA,NGA,,355.00000000000,,,,27/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,29/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"52,717.50","2,840.00",,(106.50),,,(480.31),(586.81),
,,,,,,,,,,,,,,,,,,,,148.50 ,0.00,,(0.30),,,(1.35),(1.65),
Account   100711693 - 100712923 Total : ,,,,,,,,,,,,,,,,,,8,,"598,325.87","36,661.86",,"-1,954.44",,,"-6,171.44","-8,125.88",
,,,,,,,,,,,,,,,,,,,,"1,685.43",0.00,,(5.50),,,(17.38),(22.88),
Account Number : ,,,100711693 - 100712924,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #058 - IBADAN - IBADAN BODIJA BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654052,,,,,Store Number : ,,,,058,,,,,,,,,,,,,,
01/04/2019,,2177215747,,,,72341870,,MT,GBR,NGA,,463.09750000000,,,,29/03/2019,1.50,,trn,"211,654.08","7,409.56",,(644.63),,,"-1,333.72",,"-1,978.35"
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,596.21 ,0.00,,(1.82),,,(3.76),,(5.58)
01/04/2019,,2177215747,,,,72341870,,MT,GBR,NGA,,463.09750000000,,,,29/03/2019,1.50,,trn,0.00,0.00,,0.00,,,32.23,mk,32.23
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
01/04/2019,,2177215747,,,,72341870,,MT,GBR,NGA,,463.09750000000,,,,29/03/2019,1.50,,trn,0.00,0.00,,0.00,,,66.69,mk,66.69
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.19,,0.19
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"211,654.08","7,409.56",,(644.63),,,"-1,234.80","-1,879.43",
,,,,,,,,,,,,,,,,,,,,596.21 ,0.00,,(1.82),,,(3.48),(5.30),
03/04/2019,,2178711282,,,,35392695,,MT,OMN,NGA,,922.00607744680,,,,02/04/2019,0.80,,trn,"65,853.36","1,844.01",,(106.22),,,(331.92),,(438.14)
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,185.50 ,0.00,,(0.30),,,(0.93),,(1.23)
03/04/2019,,2178711282,,,,35392695,,MT,OMN,NGA,,922.00607744680,,,,02/04/2019,0.80,,trn,0.00,0.00,,0.00,,,5.31,mk,5.31
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
03/04/2019,,2178711282,,,,35392695,,MT,OMN,NGA,,922.00607744680,,,,02/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"65,853.36","1,844.01",,(106.22),,,(310.01),(416.23),
,,,,,,,,,,,,,,,,,,,,185.50 ,0.00,,(0.30),,,(0.87),(1.17),
15/04/2019,,2182605018,,,,29063722,,MT,USA,NGA,,355.00000000000,,,,13/04/2019,1.25,,trn,"87,640.63","3,546.45",,(221.88),,,(638.36),,(860.24)
,,,,,,,,,,,,.00281690141,,,,15/04/2019,,,stl,246.88 ,0.00,,(0.63),,,(1.80),,(2.43)
15/04/2019,,2182605018,,,,29063722,,MT,USA,NGA,,355.00000000000,,,,13/04/2019,1.25,,trn,0.00,0.00,,0.00,,,11.09,mk,11.09
,,,,,,,,,,,,.00281690141,,,,15/04/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
15/04/2019,,2182605018,,,,29063722,,MT,USA,NGA,,355.00000000000,,,,13/04/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,15/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"87,640.63","3,546.45",,(221.88),,,(595.35),(817.23),
,,,,,,,,,,,,,,,,,,,,246.88 ,0.00,,(0.63),,,(1.68),(2.31),
18/04/2019,,2183645088,,,,38094131,,MT,USA,NGA,,355.00000000000,,,,16/04/2019,1.00,,trn,"175,725.00","2,840.00",,(355.00),,,(511.20),,(866.20)
,,,,,,,,,,,,.00281690141,,,,18/04/2019,,,stl,495.00 ,0.00,,(1.00),,,(1.44),,(2.44)
18/04/2019,,2183645088,,,,38094131,,MT,USA,NGA,,355.00000000000,,,,16/04/2019,1.00,,trn,0.00,0.00,,0.00,,,17.75,mk,17.75
,,,,,,,,,,,,.00281690141,,,,18/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
18/04/2019,,2183645088,,,,38094131,,MT,USA,NGA,,355.00000000000,,,,16/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,18/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"175,725.00","2,840.00",,(355.00),,,(467.89),(822.89),
,,,,,,,,,,,,,,,,,,,,495.00 ,0.00,,(1.00),,,(1.32),(2.32),
23/04/2019,,2182790791,,,,36847255,,MT,OMN,NGA,,922.00607744680,,,,14/04/2019,0.80,,trn,"193,901.57","2,766.02",,(312.74),,,(497.88),,(810.62)
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,546.20 ,0.00,,(0.88),,,(1.40),,(2.28)
23/04/2019,,2182790791,,,,36847255,,MT,OMN,NGA,,922.00607744680,,,,14/04/2019,0.80,,trn,0.00,0.00,,0.00,,,15.64,mk,15.64
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
23/04/2019,,2182790791,,,,36847255,,MT,OMN,NGA,,922.00607744680,,,,14/04/2019,0.80,,trn,0.00,0.00,,0.00,,,24.89,mk,24.89
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"193,901.57","2,766.02",,(312.74),,,(457.35),(770.09),
,,,,,,,,,,,,,,,,,,,,546.20 ,0.00,,(0.88),,,(1.29),(2.17),
26/04/2019,,2185761880,,,,95448614,,MT,USA,NGA,,355.00000000000,,,,24/04/2019,2.20,,trn,"156,235.50","9,585.00",,(702.90),,,"-1,725.30",,"-2,428.20"
,,,,,,,,,,,,.00281690141,,,,26/04/2019,,,stl,440.10 ,0.00,,(1.98),,,(4.86),,(6.84)
26/04/2019,,2185761880,,,,95448614,,MT,USA,NGA,,355.00000000000,,,,24/04/2019,2.20,,trn,0.00,0.00,,0.00,,,35.15,mk,35.15
,,,,,,,,,,,,.00281690141,,,,26/04/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
26/04/2019,,2185761880,,,,95448614,,MT,USA,NGA,,355.00000000000,,,,24/04/2019,2.20,,trn,0.00,0.00,,0.00,,,86.27,mk,86.27
,,,,,,,,,,,,.00281690141,,,,26/04/2019,,,stl,0.00,0.00,,0.00,,,0.24,,0.24
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"156,235.50","9,585.00",,(702.90),,,"-1,603.88","-2,306.78",
,,,,,,,,,,,,,,,,,,,,440.10 ,0.00,,(1.98),,,(4.52),(6.50),
Account   100711693 - 100712924 Total : ,,,,,,,,,,,,,,,,,,6,,"891,010.14","27,991.04",,"-2,343.37",,,"-4,669.28","-7,012.65",
,,,,,,,,,,,,,,,,,,,,"2,509.89",0.00,,(6.61),,,(13.16),(19.77),
Account Number : ,,,100711693 - 100712926,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #060 - IKOM - IKOM BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654054,,,,,Store Number : ,,,,060,,,,,,,,,,,,,,
15/04/2019,,2182435064,,,,83206724,,MT,USA,NGA,,355.00000000000,,,,12/04/2019,1.25,,trn,"140,225.00","3,546.45",,(355.00),,,(638.36),,(993.36)
,,,,,,,,,,,,.00281690141,,,,15/04/2019,,,stl,395.00 ,0.00,,(1.00),,,(1.80),,(2.80)
15/04/2019,,2182435064,,,,83206724,,MT,USA,NGA,,355.00000000000,,,,12/04/2019,1.25,,trn,0.00,0.00,,0.00,,,17.75,mk,17.75
,,,,,,,,,,,,.00281690141,,,,15/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
15/04/2019,,2182435064,,,,83206724,,MT,USA,NGA,,355.00000000000,,,,12/04/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,15/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"140,225.00","3,546.45",,(355.00),,,(588.69),(943.69),
,,,,,,,,,,,,,,,,,,,,395.00 ,0.00,,(1.00),,,(1.66),(2.66),
17/04/2019,,2179475090,,,,38590844,,MT,SLE,NGA,,.04133217785,,,,04/04/2019,1.10,,trn,"7,724.14","1,322.63",,(17.18),,,(238.07),,(255.25)
,,,,,,,,,,,,.00281690141,,,,17/04/2019,,,stl,21.76 ,0.00,,(0.05),,,(0.67),,(0.72)
17/04/2019,,2179475090,,,,38590844,,MT,SLE,NGA,,.04133217785,,,,04/04/2019,1.10,,trn,0.00,0.00,,0.00,,,11.90,mk,11.90
,,,,,,,,,,,,.00281690141,,,,17/04/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"7,724.14","1,322.63",,(17.18),,,(226.17),(243.35),
,,,,,,,,,,,,,,,,,,,,21.76 ,0.00,,(0.05),,,(0.64),(0.69),
Account   100711693 - 100712926 Total : ,,,,,,,,,,,,,,,,,,2,,"147,949.14","4,869.08",,(372.18),,,(814.86),"-1,187.04",
,,,,,,,,,,,,,,,,,,,,416.76 ,0.00,,(1.05),,,(2.30),(3.35),
Account Number : ,,,100711693 - 100712927,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #061 - IKORODU - IKORODU BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654055,,,,,Store Number : ,,,,061,,,,,,,,,,,,,,
01/04/2019,,2177854379,,,,23211241,,MT,USA,NGA,,355.00000000000,,,,30/03/2019,1.00,,trn,"140,580.00","2,840.00",,(284.00),,,(511.20),,(795.20)
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,396.00 ,0.00,,(0.80),,,(1.44),,(2.24)
01/04/2019,,2177854379,,,,23211241,,MT,USA,NGA,,355.00000000000,,,,30/03/2019,1.00,,trn,0.00,0.00,,0.00,,,14.20,mk,14.20
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
01/04/2019,,2177854379,,,,23211241,,MT,USA,NGA,,355.00000000000,,,,30/03/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"140,580.00","2,840.00",,(284.00),,,(471.44),(755.44),
,,,,,,,,,,,,,,,,,,,,396.00 ,0.00,,(0.80),,,(1.33),(2.13),
02/04/2019,,2178151695,,,,71971736,,MT,OMN,NGA,,922.00607744680,,,,01/04/2019,0.80,,trn,"10,060.93","1,844.01",,(16.23),,,(331.92),,(348.15)
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,28.34 ,0.00,,(0.05),,,(0.93),,(0.98)
02/04/2019,,2178151695,,,,71971736,,MT,OMN,NGA,,922.00607744680,,,,01/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
02/04/2019,,2178329136,,,,96785167,,MT,USA,NGA,,355.00000000000,,,,01/04/2019,1.00,,trn,"84,348.00","2,840.00",,(170.40),,,(511.20),,(681.60)
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,237.60 ,0.00,,(0.48),,,(1.44),,(1.92)
02/04/2019,,2178329136,,,,96785167,,MT,USA,NGA,,355.00000000000,,,,01/04/2019,1.00,,trn,0.00,0.00,,0.00,,,8.52,mk,8.52
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
02/04/2019,,2178329136,,,,96785167,,MT,USA,NGA,,355.00000000000,,,,01/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"94,408.93","4,684.01",,(186.63),,,(792.44),(979.07),
,,,,,,,,,,,,,,,,,,,,265.94 ,0.00,,(0.53),,,(2.23),(2.76),
03/04/2019,,2178737630,,,,50774142,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.00,,trn,"18,275.40","2,556.00",,(36.92),,,(460.08),,(497.00)
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,51.48 ,0.00,,(0.10),,,(1.30),,(1.40)
03/04/2019,,2178737630,,,,50774142,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.00,,trn,0.00,0.00,,0.00,,,1.85,mk,1.85
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
03/04/2019,,2178737630,,,,50774142,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.00,,trn,0.00,0.00,,0.00,,,23.00,mk,23.00
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"18,275.40","2,556.00",,(36.92),,,(435.23),(472.15),
,,,,,,,,,,,,,,,,,,,,51.48 ,0.00,,(0.10),,,(1.23),(1.33),
04/04/2019,,2176726421,,,,80445522,,MT,JAM,NGA,,2.87246110770,,,,27/03/2019,0.80,,trn,"21,347.74","1,378.78",,(34.43),,,(248.18),,(282.61)
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,60.13 ,0.00,,(0.10),,,(0.70),,(0.80)
04/04/2019,,2176726421,,,,80445522,,MT,JAM,NGA,,2.87246110770,,,,27/03/2019,0.80,,trn,0.00,0.00,,0.00,,,12.41,mk,12.41
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
04/04/2019,,2178655697,,,,47410928,,MT,OMN,NGA,,922.00607744680,,,,02/04/2019,0.80,,trn,"80,487.44","1,844.01",,(129.82),,,(331.92),,(461.74)
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,226.73 ,0.00,,(0.37),,,(0.93),,(1.30)
04/04/2019,,2178655697,,,,47410928,,MT,OMN,NGA,,922.00607744680,,,,02/04/2019,0.80,,trn,0.00,0.00,,0.00,,,6.49,mk,6.49
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
04/04/2019,,2178655697,,,,47410928,,MT,OMN,NGA,,922.00607744680,,,,02/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
04/04/2019,,2178714636,,,,37354083,,MT,GBR,NGA,,463.16850000000,,,,02/04/2019,1.50,,trn,"252,746.42","7,410.70",,(769.79),,,"-1,333.93",,"-2,103.72"
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,711.96 ,0.00,,(2.17),,,(3.76),,(5.93)
04/04/2019,,2178714636,,,,37354083,,MT,GBR,NGA,,463.16850000000,,,,02/04/2019,1.50,,trn,0.00,0.00,,0.00,,,38.49,mk,38.49
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.11,,0.11
04/04/2019,,2178714636,,,,37354083,,MT,GBR,NGA,,463.16850000000,,,,02/04/2019,1.50,,trn,0.00,0.00,,0.00,,,66.70,mk,66.70
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.19,,0.19
04/04/2019,,2178878403,,,,55093048,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.25,,trn,"140,225.00","3,514.50",,(355.00),,,(632.61),,(987.61)
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,395.00 ,0.00,,(1.00),,,(1.78),,(2.78)
04/04/2019,,2178878403,,,,55093048,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.25,,trn,0.00,0.00,,0.00,,,17.75,mk,17.75
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
04/04/2019,,2178878403,,,,55093048,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.25,,trn,0.00,0.00,,0.00,,,31.63,mk,31.63
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
04/04/2019,,2178954324,,,,97662070,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.25,,trn,"38,561.88","3,546.45",,(97.63),,,(638.36),,(735.99)
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,108.63 ,0.00,,(0.28),,,(1.80),,(2.08)
04/04/2019,,2178954324,,,,97662070,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.25,,trn,0.00,0.00,,0.00,,,4.88,mk,4.88
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
04/04/2019,,2178954324,,,,97662070,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
Daily Total : ,,,,,,,,,,,,,,,,,,5,,"533,368.48","17,694.44",,"-1,386.67",,,"-2,958.13","-4,344.80",
,,,,,,,,,,,,,,,,,,,,"1,502.45",0.00,,(3.92),,,(8.33),(12.25),
05/04/2019,,2179173586,,,,55601128,,MT,CHL,NGA,,.52977167590,,,,03/04/2019,1.20,,trn,"90,000.06","4,120.56",,(218.62),,,(741.70),,(960.32)
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,253.52 ,0.00,,(0.62),,,(2.09),,(2.71)
05/04/2019,,2179173586,,,,55601128,,MT,CHL,NGA,,.52977167590,,,,03/04/2019,1.20,,trn,0.00,0.00,,0.00,,,10.93,mk,10.93
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
05/04/2019,,2179173586,,,,55601128,,MT,CHL,NGA,,.52977167590,,,,03/04/2019,1.20,,trn,0.00,0.00,,0.00,,,37.09,mk,37.09
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
05/04/2019,,2179259557,,,,77357073,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.25,,trn,"31,901.19","3,195.00",,(80.76),,,(575.10),,(655.86)
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,89.86 ,0.00,,(0.23),,,(1.62),,(1.85)
05/04/2019,,2179259557,,,,77357073,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.25,,trn,0.00,0.00,,0.00,,,4.04,mk,4.04
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
05/04/2019,,2179259557,,,,77357073,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.25,,trn,0.00,0.00,,0.00,,,28.76,mk,28.76
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.08,,0.08
05/04/2019,,2179362004,,,,79947532,,MT,JPN,NGA,,3.18471337445,,,,03/04/2019,4.00,,trn,"64,784.71","4,713.38",,(539.87),,,(848.41),,"-1,388.28"
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,182.49 ,0.00,,(1.52),,,(2.39),,(3.91)
05/04/2019,,2179362004,,,,79947532,,MT,JPN,NGA,,3.18471337445,,,,03/04/2019,4.00,,trn,0.00,0.00,,0.00,,,26.99,mk,26.99
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.08,,0.08
05/04/2019,,2179362004,,,,79947532,,MT,JPN,NGA,,3.18471337445,,,,03/04/2019,4.00,,trn,0.00,0.00,,0.00,,,42.42,mk,42.42
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.12,,0.12
05/04/2019,,2179468045,,,,96438384,,MT,USA,NGA,,355.00000000000,,,,04/04/2019,1.25,,trn,"154,282.56","3,514.50",,(390.59),,,(632.61),,"-1,023.20"
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,434.60 ,0.00,,(1.10),,,(1.78),,(2.88)
05/04/2019,,2179468045,,,,96438384,,MT,USA,NGA,,355.00000000000,,,,04/04/2019,1.25,,trn,0.00,0.00,,0.00,,,19.53,mk,19.53
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
05/04/2019,,2179468045,,,,96438384,,MT,USA,NGA,,355.00000000000,,,,04/04/2019,1.25,,trn,0.00,0.00,,0.00,,,31.63,mk,31.63
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
