PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Id :  114363509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Date:  1/2/2020 to 1/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment Due Date : ,,,,2/10/2020
Settlement Currency : ,,,,USD,,Transaction Currency : ,,,,,,,NGN,,,,,,,,,,,,,,,,,,,
,,,,,,,Tran,Orig,,Rcv,,,,,,,FX,,,,,,,,,Fx Rev,,,Commission,,,
Tran Date,Tran Id,,,Ref #,,Prod,Type,Cntry,,Cntry,,FX Rate,,,,FX Date,Margin,,,Base Amt,,Fee Amt,,,,Share Amt,,,Amt,,,Total
1/27/2020,2264328329,,,94293293,,MT,REC,USA,,NGA,,355.00000000000,,,,12/24/2019,1.25,,trn,0.00,"3,546.45",,,,(177.50),,,,(638.36),,,(815.86)
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,(0.50),,,,(1.80),,,(2.30)
1/27/2020,2264328329,,,94293293,,MT,REC,USA,,NGA,,355.00000000000,,,,12/24/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/27/2020,2264328329,,,94293293,,MT,REC,USA,,NGA,,355.00000000000,,,,12/24/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,8.88,,mk,8.88
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,0.00,,,,0.03,,,0.03
1/27/2020,2273581976,,,61967072,,MT,REC,USA,,NGA,,355.00000000000,,,,1/25/2020,0.45,,trn,0.00,"2,840.00",,,,(121.41),,,,(511.20),,,(632.61)
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,(0.34),,,,(1.44),,,(1.78)
1/27/2020,2273581976,,,61967072,,MT,REC,USA,,NGA,,355.00000000000,,,,1/25/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/27/2020,2273581976,,,61967072,,MT,REC,USA,,NGA,,355.00000000000,,,,1/25/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,6.07,,mk,6.07
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/28/2020,2273530619,,,36527605,,MT,REC,USA,,NGA,,355.00000000000,,,,1/25/2020,1.25,,trn,0.00,"3,546.45",,,,(355.00),,,,(638.36),,,(993.36)
,,,,,,,,,,,,.00281690141,,,,1/28/2020,,,stl,0.00,0.00,,,,(1.00),,,,(1.80),,,(2.80)
1/28/2020,2273530619,,,36527605,,MT,REC,USA,,NGA,,355.00000000000,,,,1/25/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/28/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/28/2020,2273530619,,,36527605,,MT,REC,USA,,NGA,,355.00000000000,,,,1/25/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,17.75,,mk,17.75
,,,,,,,,,,,,.00281690141,,,,1/28/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/28/2020,2273906097,,,93791323,,MT,REC,BRA,,NGA,,355.00000000000,,,,1/27/2020,1.00,,trn,0.00,"1,718.20",,,,(76.43),,,,(309.28),,,(385.71)
,,,,,,,,,,,,.00281690141,,,,1/28/2020,,,stl,0.00,0.00,,,,(0.22),,,,(0.87),,,(1.09)
1/28/2020,2273906097,,,93791323,,MT,REC,BRA,,NGA,,355.00000000000,,,,1/27/2020,1.00,,trn,0.00,0.00,,,,0.00,,,,3.82,,mk,3.82
,,,,,,,,,,,,.00281690141,,,,1/28/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/28/2020,2273906097,,,93791323,,MT,REC,BRA,,NGA,,355.00000000000,,,,1/27/2020,1.00,,trn,0.00,0.00,,,,0.00,,,,15.46,,mk,15.46
,,,,,,,,,,,,.00281690141,,,,1/28/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
100711693 - 100713116,,,,,,,,,Account Total:,,,,,Receive,,,,15,,0.00,0.00,,,,"(3,006.24)",,,,"(7,730.05)",,"(10,736.29)",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(8.47),,,,(21.78),,(30.25),
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(30.25),,
Account Number : ,,,100711693 - 100713117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #252 - PORTHACOURT - PH AZIKIWE BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654245,,,,,Store Number : ,,,,252,,,,,,,,,,,,,,,,,,
1/9/2020,2268126193,,,17508045,,MT,REC,ROU,,NGA,,396.67700000000,,,,1/7/2020,2.20,,trn,0.00,"5,950.16",,,,(357.80),,,,"(1,071.03)",,,"(1,428.83)"
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,(1.01),,,,(3.02),,,(4.03)
1/9/2020,2268126193,,,17508045,,MT,REC,ROU,,NGA,,396.67700000000,,,,1/7/2020,2.20,,trn,0.00,0.00,,,,0.00,,,,17.89,,mk,17.89
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/9/2020,2268126193,,,17508045,,MT,REC,ROU,,NGA,,396.67700000000,,,,1/7/2020,2.20,,trn,0.00,0.00,,,,0.00,,,,53.55,,mk,53.55
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.15,,,0.15
1/14/2020,2268496036,,,63547437,,MT,REC,USA,,NGA,,355.00000000000,,,,1/8/2020,0.45,,trn,0.00,"2,840.00",,,,(47.93),,,,(511.20),,,(559.13)
,,,,,,,,,,,,.00281690141,,,,1/14/2020,,,stl,0.00,0.00,,,,(0.14),,,,(1.44),,,(1.58)
1/14/2020,2268496036,,,63547437,,MT,REC,USA,,NGA,,355.00000000000,,,,1/8/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,2.40,,mk,2.40
,,,,,,,,,,,,.00281690141,,,,1/14/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/14/2020,2268496036,,,63547437,,MT,REC,USA,,NGA,,355.00000000000,,,,1/8/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/14/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/21/2020,2268393472,,,88560479,,MT,REC,GRC,,NGA,,395.75400000000,,,,1/8/2020,1.90,,trn,0.00,"2,334.95",,,,(193.68),,,,(420.29),,,(613.97)
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,(0.55),,,,(1.18),,,(1.73)
1/21/2020,2268393472,,,88560479,,MT,REC,GRC,,NGA,,395.75400000000,,,,1/8/2020,1.90,,trn,0.00,0.00,,,,0.00,,,,21.01,,mk,21.01
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
1/21/2020,2268393472,,,88560479,,MT,REC,GRC,,NGA,,395.75400000000,,,,1/8/2020,1.90,,trn,0.00,0.00,,,,0.00,,,,9.68,,mk,9.68
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,0.00,,,,0.03,,,0.03
1/21/2020,2272227327,,,54930468,,MT,SEN,NGA,,LCA,,.00757239437,,,,1/21/2020,2.00,,trn,0.00,0.00,,,,"(1,420.00)",,,,71.00,,mk,"(1,349.00)"
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,(4.00),,,,0.20,,,(3.80)
1/28/2020,2274258632,,,77913369,,MT,SEN,NGA,,TTO,,.01864338029,,,,1/28/2020,2.00,,trn,0.00,0.00,,,,(239.95),,,,12.00,,mk,(227.95)
,,,,,,,,,,,,.00281690141,,,,1/28/2020,,,stl,0.00,0.00,,,,(0.68),,,,0.03,,,(0.65)
100711693 - 100713117,,,,,,,,,Account Total:,,,,,Send,,,,2,,0.00,0.00,,,,"(1,659.95)",,,,83.00,,"(1,576.95)",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(4.68),,,,0.23,,(4.45),
,,,,,,,,,,,,,,Receive,,,,3,,0.00,0.00,,,,(599.41),,,,"(1,872.43)",,"(2,471.84)",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(1.70),,,,(5.27),,(6.97),
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(11.42),,
Account Number : ,,,100711693 - 100713118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #253 - PORTHACOURT - RUMUOMASI BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654246,,,,,Store Number : ,,,,253,,,,,,,,,,,,,,,,,,
1/13/2020,2269401557,,,88454049,,MT,REC,CMR,,NGA,,.60180767240,,,,1/11/2020,0.60,,trn,0.00,"23,169.60",,,,(722.17),,,,"(4,170.53)",,,"(4,892.70)"
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,(2.03),,,,(11.75),,,(13.78)
1/13/2020,2269401557,,,88454049,,MT,REC,CMR,,NGA,,.60180767240,,,,1/11/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,36.11,,mk,36.11
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
1/13/2020,2269401557,,,88454049,,MT,REC,CMR,,NGA,,.60180767240,,,,1/11/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,208.53,,mk,208.53
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.59,,,0.59
1/20/2020,2270734984,,,48236172,,MT,REC,CHN,,NGA,,355.00000000000,,,,1/15/2020,2.90,,trn,0.00,"9,230.00",,,,(926.55),,,,"(1,661.40)",,,"(2,587.95)"
,,,,,,,,,,,,.00281690141,,,,1/20/2020,,,stl,0.00,0.00,,,,(2.61),,,,(4.68),,,(7.29)
1/20/2020,2270734984,,,48236172,,MT,REC,CHN,,NGA,,355.00000000000,,,,1/15/2020,2.90,,trn,0.00,0.00,,,,0.00,,,,83.07,,mk,83.07
,,,,,,,,,,,,.00281690141,,,,1/20/2020,,,stl,0.00,0.00,,,,0.00,,,,0.23,,,0.23
1/20/2020,2270734984,,,48236172,,MT,REC,CHN,,NGA,,355.00000000000,,,,1/15/2020,2.90,,trn,0.00,0.00,,,,0.00,,,,46.33,,mk,46.33
,,,,,,,,,,,,.00281690141,,,,1/20/2020,,,stl,0.00,0.00,,,,0.00,,,,0.13,,,0.13
1/21/2020,2271815558,,,17127790,,MT,REC,NZL,,NGA,,234.76150000000,,,,1/19/2020,6.10,,trn,0.00,"12,911.88",,,,"(2,864.09)",,,,"(2,324.14)",,,"(5,188.23)"
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,(8.07),,,,(6.55),,,(14.62)
1/21/2020,2271815558,,,17127790,,MT,REC,NZL,,NGA,,234.76150000000,,,,1/19/2020,6.10,,trn,0.00,0.00,,,,0.00,,,,143.20,,mk,143.20
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,0.00,,,,0.40,,,0.40
1/21/2020,2271815558,,,17127790,,MT,REC,NZL,,NGA,,234.76150000000,,,,1/19/2020,6.10,,trn,0.00,0.00,,,,0.00,,,,116.21,,mk,116.21
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,0.00,,,,0.33,,,0.33
1/22/2020,2271988393,,,71214624,,MT,REC,GBR,,NGA,,460.93200000000,,,,1/20/2020,1.50,,trn,0.00,"1,843.73",,,,(55.31),,,,(331.87),,,(387.18)
,,,,,,,,,,,,.00281690141,,,,1/22/2020,,,stl,0.00,0.00,,,,(0.16),,,,(0.93),,,(1.09)
1/22/2020,2271988393,,,71214624,,MT,REC,GBR,,NGA,,460.93200000000,,,,1/20/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,2.77,,mk,2.77
,,,,,,,,,,,,.00281690141,,,,1/22/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/22/2020,2271988393,,,71214624,,MT,REC,GBR,,NGA,,460.93200000000,,,,1/20/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,16.59,,mk,16.59
,,,,,,,,,,,,.00281690141,,,,1/22/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/22/2020,2272197077,,,25292286,,MT,REC,CMR,,NGA,,.60056292525,,,,1/21/2020,0.60,,trn,0.00,"23,121.67",,,,(720.68),,,,"(4,161.90)",,,"(4,882.58)"
,,,,,,,,,,,,.00281690141,,,,1/22/2020,,,stl,0.00,0.00,,,,(2.03),,,,(11.72),,,(13.75)
1/22/2020,2272197077,,,25292286,,MT,REC,CMR,,NGA,,.60056292525,,,,1/21/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,208.10,,mk,208.10
,,,,,,,,,,,,.00281690141,,,,1/22/2020,,,stl,0.00,0.00,,,,0.00,,,,0.59,,,0.59
1/22/2020,2272197077,,,25292286,,MT,REC,CMR,,NGA,,.60056292525,,,,1/21/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,36.03,,mk,36.03
,,,,,,,,,,,,.00281690141,,,,1/22/2020,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
1/27/2020,2273367400,,,45435949,,MT,REC,CMR,,NGA,,.59655809215,,,,1/25/2020,0.60,,trn,0.00,"22,967.49",,,,(715.87),,,,"(4,134.15)",,,"(4,850.02)"
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,(2.02),,,,(11.65),,,(13.67)
1/27/2020,2273367400,,,45435949,,MT,REC,CMR,,NGA,,.59655809215,,,,1/25/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,35.79,,mk,35.79
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
1/27/2020,2273367400,,,45435949,,MT,REC,CMR,,NGA,,.59655809215,,,,1/25/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,206.71,,mk,206.71
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
100711693 - 100713118,,,,,,,,,Account Total:,,,,,Receive,,,,6,,0.00,0.00,,,,"(6,004.67)",,,,"(15,644.55)",,"(21,649.22)",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(16.92),,,,(44.07),,(60.99),
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(60.99),,
Account Number : ,,,100711693 - 100713121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #256 - PORTHACOURT - PH ABA ROAD BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654249,,,,,Store Number : ,,,,256,,,,,,,,,,,,,,,,,,
1/7/2020,2267095951,,,46789148,,MT,REC,USA,,NGA,,355.00000000000,,,,1/3/2020,0.45,,trn,0.00,"2,840.00",,,,(31.95),,,,(511.20),,,(543.15)
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,(0.09),,,,(1.44),,,(1.53)
1/7/2020,2267095951,,,46789148,,MT,REC,USA,,NGA,,355.00000000000,,,,1/3/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
100711693 - 100713121,,,,,,,,,Account Total:,,,,,Receive,,,,1,,0.00,0.00,,,,(31.95),,,,(485.64),,(517.59),
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(0.09),,,,(1.37),,(1.46),
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(1.46),,
Account Number : ,,,100711693 - 100713122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #257 - UGHELLI - UGHELLI BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654250,,,,,Store Number : ,,,,257,,,,,,,,,,,,,,,,,,
1/2/2020,2265197089,,,47253199,,MT,REC,XRK,,NGA,,396.71250000000,,,,12/28/2019,2.20,,trn,0.00,"5,553.98",,,,(349.11),,,,(999.72),,,"(1,348.83)"
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,(0.98),,,,(2.82),,,(3.80)
1/2/2020,2265197089,,,47253199,,MT,REC,XRK,,NGA,,396.71250000000,,,,12/28/2019,2.20,,trn,0.00,0.00,,,,0.00,,,,49.99,,mk,49.99
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.14,,,0.14
1/2/2020,2265197089,,,47253199,,MT,REC,XRK,,NGA,,396.71250000000,,,,12/28/2019,2.20,,trn,0.00,0.00,,,,0.00,,,,17.46,,mk,17.46
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/2/2020,2266062335,,,65990854,,MT,REC,SSD,,NGA,,355.00000000000,,,,12/31/2019,,,trn,0.00,"4,260.00",,,,0.00,,,,(766.80),,,(766.80)
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,(2.16),,,(2.16)
1/2/2020,2266062335,,,65990854,,MT,REC,SSD,,NGA,,355.00000000000,,,,12/31/2019,,,trn,0.00,0.00,,,,0.00,,,,38.34,,mk,38.34
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.11,,,0.11
1/3/2020,2266861020,,,64883623,,MT,REC,NLD,,NGA,,395.22150000000,,,,1/3/2020,0.50,,trn,0.00,"1,936.59",,,,(19.76),,,,(348.59),,,(368.35)
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,(0.06),,,,(0.98),,,(1.04)
1/3/2020,2266861020,,,64883623,,MT,REC,NLD,,NGA,,395.22150000000,,,,1/3/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,17.43,,mk,17.43
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/6/2020,2267417971,,,76173937,,MT,REC,USA,,NGA,,355.00000000000,,,,1/4/2020,1.25,,trn,0.00,"3,546.45",,,,(164.19),,,,(638.36),,,(802.55)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.46),,,,(1.80),,,(2.26)
1/6/2020,2267417971,,,76173937,,MT,REC,USA,,NGA,,355.00000000000,,,,1/4/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,8.21,,mk,8.21
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/6/2020,2267417971,,,76173937,,MT,REC,USA,,NGA,,355.00000000000,,,,1/4/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/6/2020,2267768544,,,64584165,,MT,REC,CZE,,NGA,,15.67536539175,,,,1/6/2020,1.00,,trn,0.00,"3,135.07",,,,(37.62),,,,(564.31),,,(601.93)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.11),,,,(1.59),,,(1.70)
1/6/2020,2267768544,,,64584165,,MT,REC,CZE,,NGA,,15.67536539175,,,,1/6/2020,1.00,,trn,0.00,0.00,,,,0.00,,,,1.88,,mk,1.88
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/6/2020,2267768544,,,64584165,,MT,REC,CZE,,NGA,,15.67536539175,,,,1/6/2020,1.00,,trn,0.00,0.00,,,,0.00,,,,28.22,,mk,28.22
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.08,,,0.08
1/8/2020,2267954240,,,64886610,,MT,REC,USA,,NGA,,355.00000000000,,,,1/6/2020,0.45,,trn,0.00,"2,840.00",,,,(159.75),,,,(511.20),,,(670.95)
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,(0.45),,,,(1.44),,,(1.89)
1/8/2020,2267954240,,,64886610,,MT,REC,USA,,NGA,,355.00000000000,,,,1/6/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/8/2020,2267954240,,,64886610,,MT,REC,USA,,NGA,,355.00000000000,,,,1/6/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,7.99,,mk,7.99
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/8/2020,2268126543,,,83150137,,MT,REC,GBR,,NGA,,466.82500000000,,,,1/7/2020,1.50,,trn,0.00,"4,668.25",,,,(420.14),,,,(840.29),,,"(1,260.43)"
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,(1.18),,,,(2.37),,,(3.55)
1/8/2020,2268126543,,,83150137,,MT,REC,GBR,,NGA,,466.82500000000,,,,1/7/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,42.01,,mk,42.01
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
1/8/2020,2268126543,,,83150137,,MT,REC,GBR,,NGA,,466.82500000000,,,,1/7/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,21.01,,mk,21.01
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
1/9/2020,2268155253,,,44723516,,MT,REC,CIV,,NGA,,.60473012115,,,,1/7/2020,1.20,,trn,0.00,"4,354.06",,,,(84.18),,,,(783.73),,,(867.91)
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,(0.24),,,,(2.21),,,(2.45)
1/9/2020,2268155253,,,44723516,,MT,REC,CIV,,NGA,,.60473012115,,,,1/7/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,39.19,,mk,39.19
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.11,,,0.11
1/9/2020,2268155253,,,44723516,,MT,REC,CIV,,NGA,,.60473012115,,,,1/7/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,4.21,,mk,4.21
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/10/2020,2268498392,,,19382920,,MT,REC,USA,,NGA,,355.00000000000,,,,1/8/2020,0.45,,trn,0.00,"2,840.00",,,,(95.85),,,,(511.20),,,(607.05)
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,(0.27),,,,(1.44),,,(1.71)
1/10/2020,2268498392,,,19382920,,MT,REC,USA,,NGA,,355.00000000000,,,,1/8/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/10/2020,2268498392,,,19382920,,MT,REC,USA,,NGA,,355.00000000000,,,,1/8/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,4.79,,mk,4.79
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/10/2020,2269025891,,,53195566,,MT,REC,FIN,,NGA,,393.76600000000,,,,1/10/2020,1.30,,trn,0.00,"1,968.83",,,,(102.38),,,,(354.39),,,(456.77)
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,(0.29),,,,(1.00),,,(1.29)
1/10/2020,2269025891,,,53195566,,MT,REC,FIN,,NGA,,393.76600000000,,,,1/10/2020,1.30,,trn,0.00,0.00,,,,0.00,,,,17.72,,mk,17.72
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/10/2020,2269025891,,,53195566,,MT,REC,FIN,,NGA,,393.76600000000,,,,1/10/2020,1.30,,trn,0.00,0.00,,,,0.00,,,,5.12,,mk,5.12
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/13/2020,2269345833,,,49146000,,MT,REC,DEU,,NGA,,394.76000000000,,,,1/11/2020,0.50,,trn,0.00,"4,737.12",,,,(40.27),,,,(852.68),,,(892.95)
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,(0.11),,,,(2.40),,,(2.51)
1/13/2020,2269345833,,,49146000,,MT,REC,DEU,,NGA,,394.76000000000,,,,1/11/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,42.63,,mk,42.63
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
1/13/2020,2269345833,,,49146000,,MT,REC,DEU,,NGA,,394.76000000000,,,,1/11/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,2.01,,mk,2.01
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/14/2020,2269873934,,,79137299,,MT,REC,ITA,,NGA,,394.65350000000,,,,1/13/2020,2.00,,trn,0.00,"5,525.15",,,,(947.17),,,,(994.53),,,"(1,941.70)"
,,,,,,,,,,,,.00281690141,,,,1/14/2020,,,stl,0.00,0.00,,,,(2.67),,,,(2.80),,,(5.47)
1/14/2020,2269873934,,,79137299,,MT,REC,ITA,,NGA,,394.65350000000,,,,1/13/2020,2.00,,trn,0.00,0.00,,,,0.00,,,,49.73,,mk,49.73
,,,,,,,,,,,,.00281690141,,,,1/14/2020,,,stl,0.00,0.00,,,,0.00,,,,0.14,,,0.14
1/14/2020,2269873934,,,79137299,,MT,REC,ITA,,NGA,,394.65350000000,,,,1/13/2020,2.00,,trn,0.00,0.00,,,,0.00,,,,47.36,,mk,47.36
,,,,,,,,,,,,.00281690141,,,,1/14/2020,,,stl,0.00,0.00,,,,0.00,,,,0.13,,,0.13
1/14/2020,2270192836,,,94447302,,MT,REC,BLR,,NGA,,355.00000000000,,,,1/14/2020,1.20,,trn,0.00,"4,260.00",,,,(74.98),,,,(766.80),,,(841.78)
