PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Id :  114363509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Date:  1/2/2020 to 1/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment Due Date : ,,,,2/10/2020
Settlement Currency : ,,,,USD,,Transaction Currency : ,,,,,,,NGN,,,,,,,,,,,,,,,,,,,
,,,,,,,Tran,Orig,,Rcv,,,,,,,FX,,,,,,,,,Fx Rev,,,Commission,,,
Tran Date,Tran Id,,,Ref #,,Prod,Type,Cntry,,Cntry,,FX Rate,,,,FX Date,Margin,,,Base Amt,,Fee Amt,,,,Share Amt,,,Amt,,,Total
,,,,,,,,,,,,.00281690141,,,,1/17/2020,,,stl,0.00,0.00,,,,(2.03),,,,(11.73),,,(13.76)
1/17/2020,2268967251,,,41705737,,MT,REC,CMR,,NGA,,.60099588325,,,,1/10/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,36.06,,mk,36.06
,,,,,,,,,,,,.00281690141,,,,1/17/2020,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
1/17/2020,2268967251,,,41705737,,MT,REC,CMR,,NGA,,.60099588325,,,,1/10/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,208.25,,mk,208.25
,,,,,,,,,,,,.00281690141,,,,1/17/2020,,,stl,0.00,0.00,,,,0.00,,,,0.59,,,0.59
1/29/2020,2274155051,,,52307262,,MT,REC,CMR,,NGA,,.59617925390,,,,1/28/2020,0.60,,trn,0.00,"22,952.90",,,,(715.42),,,,"(4,131.52)",,,"(4,846.94)"
,,,,,,,,,,,,.00281690141,,,,1/29/2020,,,stl,0.00,0.00,,,,(2.02),,,,(11.64),,,(13.66)
1/29/2020,2274155051,,,52307262,,MT,REC,CMR,,NGA,,.59617925390,,,,1/28/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,35.77,,mk,35.77
,,,,,,,,,,,,.00281690141,,,,1/29/2020,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
1/29/2020,2274155051,,,52307262,,MT,REC,CMR,,NGA,,.59617925390,,,,1/28/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,206.58,,mk,206.58
,,,,,,,,,,,,.00281690141,,,,1/29/2020,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
100711693 - 100712888,,,,,,,,,Account Total:,,,,,Receive,,,,2,,0.00,0.00,,,,"(1,436.62)",,,,"(7,809.76)",,"(9,246.38)",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(4.05),,,,(22.00),,(26.05),
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(26.05),,
Account Number : ,,,100711693 - 100712890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #023 - VICTORIA ISLAND  - ADEOLA ODEKU BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654018,,,,,Store Number : ,,,,023,,,,,,,,,,,,,,,,,,
1/10/2020,2268680873,,,82310995,,MT,REC,DEU,,NGA,,394.36950000000,,,,1/9/2020,0.50,,trn,0.00,"1,971.85",,,,(19.72),,,,(354.93),,,(374.65)
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,(0.06),,,,(1.00),,,(1.06)
1/10/2020,2268680873,,,82310995,,MT,REC,DEU,,NGA,,394.36950000000,,,,1/9/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,17.75,,mk,17.75
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/17/2020,2271119664,,,64516973,,MT,SEN,NGA,,ZWE,,.00281690141,,,,1/17/2020,2.00,,trn,0.00,0.00,,,,"(1,379.80)",,,,68.99,,mk,"(1,310.81)"
,,,,,,,,,,,,.00281690141,,,,1/17/2020,,,stl,0.00,0.00,,,,(3.89),,,,0.19,,,(3.70)
1/31/2020,2275120510,,,65239442,,MT,SEN,NGA,,ZWE,,.00281690141,,,,1/31/2020,2.00,,trn,0.00,0.00,,,,"(1,420.00)",,,,71.00,,mk,"(1,349.00)"
,,,,,,,,,,,,.00281690141,,,,1/31/2020,,,stl,0.00,0.00,,,,(4.00),,,,0.20,,,(3.80)
100711693 - 100712890,,,,,,,,,Account Total:,,,,,Send,,,,2,,0.00,0.00,,,,"(2,799.80)",,,,139.99,,"(2,659.81)",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(7.89),,,,0.39,,(7.50),
,,,,,,,,,,,,,,Receive,,,,1,,0.00,0.00,,,,(19.72),,,,(337.18),,(356.90),
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(0.06),,,,(0.95),,(1.01),
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(8.51),,
Account Number : ,,,100711693 - 100712894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #028 - UYO - UYO BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654022,,,,,Store Number : ,,,,028,,,,,,,,,,,,,,,,,,
1/10/2020,2268533030,,,75330748,,MT,REC,USA,,NGA,,355.00000000000,,,,1/8/2020,0.45,,trn,0.00,"1,420.00",,,,(15.98),,,,(255.60),,,(271.58)
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,(0.05),,,,(0.72),,,(0.77)
1/10/2020,2268533030,,,75330748,,MT,REC,USA,,NGA,,355.00000000000,,,,1/8/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,12.78,,mk,12.78
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/14/2020,2268886972,,,54414842,,MT,REC,USA,,NGA,,355.00000000000,,,,1/9/2020,0.45,,trn,0.00,"2,840.00",,,,(143.78),,,,(511.20),,,(654.98)
,,,,,,,,,,,,.00281690141,,,,1/14/2020,,,stl,0.00,0.00,,,,(0.41),,,,(1.44),,,(1.85)
1/14/2020,2268886972,,,54414842,,MT,REC,USA,,NGA,,355.00000000000,,,,1/9/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,7.19,,mk,7.19
,,,,,,,,,,,,.00281690141,,,,1/14/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/14/2020,2268886972,,,54414842,,MT,REC,USA,,NGA,,355.00000000000,,,,1/9/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/14/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/16/2020,2267385487,,,61631510,,MT,REC,USA,,NGA,,355.00000000000,,,,1/4/2020,1.25,,trn,0.00,"3,546.45",,,,(443.75),,,,(638.36),,,"(1,082.11)"
,,,,,,,,,,,,.00281690141,,,,1/16/2020,,,stl,0.00,0.00,,,,(1.25),,,,(1.80),,,(3.05)
1/16/2020,2267385487,,,61631510,,MT,REC,USA,,NGA,,355.00000000000,,,,1/4/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,22.19,,mk,22.19
,,,,,,,,,,,,.00281690141,,,,1/16/2020,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
1/16/2020,2267385487,,,61631510,,MT,REC,USA,,NGA,,355.00000000000,,,,1/4/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/16/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/20/2020,2271199563,,,68126932,,MT,REC,USA,,NGA,,355.00000000000,,,,1/17/2020,0.45,,trn,0.00,"1,420.00",,,,(12.78),,,,(255.60),,,(268.38)
,,,,,,,,,,,,.00281690141,,,,1/20/2020,,,stl,0.00,0.00,,,,(0.04),,,,(0.72),,,(0.76)
1/20/2020,2271199563,,,68126932,,MT,REC,USA,,NGA,,355.00000000000,,,,1/17/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,12.78,,mk,12.78
,,,,,,,,,,,,.00281690141,,,,1/20/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/22/2020,2272567101,,,30079033,,MT,SEN,NGA,,UKR,,.00281690141,,,,1/22/2020,2.00,,trn,0.00,0.00,,,,(215.80),,,,10.79,,mk,(205.01)
,,,,,,,,,,,,.00281690141,,,,1/22/2020,,,stl,0.00,0.00,,,,(0.61),,,,0.03,,,(0.58)
1/29/2020,2274500788,,,99503933,,MT,SEN,NGA,,UKR,,.00281690141,,,,1/29/2020,2.00,,trn,0.00,0.00,,,,"(1,420.00)",,,,71.00,,mk,"(1,349.00)"
,,,,,,,,,,,,.00281690141,,,,1/29/2020,,,stl,0.00,0.00,,,,(4.00),,,,0.20,,,(3.80)
100711693 - 100712894,,,,,,,,,Account Total:,,,,,Send,,,,2,,0.00,0.00,,,,"(1,635.80)",,,,81.79,,"(1,554.01)",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(4.61),,,,0.23,,(4.38),
,,,,,,,,,,,,,,Receive,,,,4,,0.00,0.00,,,,(616.29),,,,"(1,548.34)",,"(2,164.63)",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(1.75),,,,(4.36),,(6.11),
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(10.49),,
Account Number : ,,,100711693 - 100712896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #030 - LAGOS  - ALAGBADO BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654024,,,,,Store Number : ,,,,030,,,,,,,,,,,,,,,,,,
1/2/2020,2265730909,,,55713251,,MT,REC,ZAF,,NGA,,355.00000000000,,,,12/30/2019,0.50,,trn,0.00,631.90,,,,(12.64),,,,(113.74),,,(126.38)
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,(0.04),,,,(0.32),,,(0.36)
1/2/2020,2265730909,,,55713251,,MT,REC,ZAF,,NGA,,355.00000000000,,,,12/30/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,5.69,,mk,5.69
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/2/2020,2265734059,,,79164233,,MT,REC,TUR,,NGA,,355.00000000000,,,,12/30/2019,1.20,,trn,0.00,"15,620.00",,,,(426.00),,,,"(2,811.60)",,,"(3,237.60)"
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,(1.20),,,,(7.92),,,(9.12)
1/2/2020,2265734059,,,79164233,,MT,REC,TUR,,NGA,,355.00000000000,,,,12/30/2019,1.20,,trn,0.00,0.00,,,,0.00,,,,140.58,,mk,140.58
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.40,,,0.40
1/2/2020,2265734059,,,79164233,,MT,REC,TUR,,NGA,,355.00000000000,,,,12/30/2019,1.20,,trn,0.00,0.00,,,,0.00,,,,21.30,,mk,21.30
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
1/2/2020,2266059153,,,48476485,,MT,REC,OMN,,NGA,,922.00607744680,,,,12/31/2019,1.20,,trn,0.00,"1,844.01",,,,(172.60),,,,(331.92),,,(504.52)
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,(0.49),,,,(0.93),,,(1.42)
1/2/2020,2266059153,,,48476485,,MT,REC,OMN,,NGA,,922.00607744680,,,,12/31/2019,1.20,,trn,0.00,0.00,,,,0.00,,,,8.63,,mk,8.63
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/2/2020,2266059153,,,48476485,,MT,REC,OMN,,NGA,,922.00607744680,,,,12/31/2019,1.20,,trn,0.00,0.00,,,,0.00,,,,16.60,,mk,16.60
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/2/2020,2266351648,,,17584317,,MT,REC,USA,,NGA,,355.00000000000,,,,12/31/2019,0.45,,trn,0.00,"2,840.00",,,,(95.85),,,,(511.20),,,(607.05)
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,(0.27),,,,(1.44),,,(1.71)
1/2/2020,2266351648,,,17584317,,MT,REC,USA,,NGA,,355.00000000000,,,,12/31/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,4.79,,mk,4.79
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/2/2020,2266351648,,,17584317,,MT,REC,USA,,NGA,,355.00000000000,,,,12/31/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/3/2020,2266057190,,,36310894,,MT,REC,SAU,,NGA,,94.64647541805,,,,12/31/2019,3.15,,trn,0.00,"15,616.67",,,,"(1,327.75)",,,,"(2,811.00)",,,"(4,138.75)"
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,(3.74),,,,(7.92),,,(11.66)
1/3/2020,2266057190,,,36310894,,MT,REC,SAU,,NGA,,94.64647541805,,,,12/31/2019,3.15,,trn,0.00,0.00,,,,0.00,,,,140.55,,mk,140.55
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,0.00,,,,0.40,,,0.40
1/3/2020,2266057190,,,36310894,,MT,REC,SAU,,NGA,,94.64647541805,,,,12/31/2019,3.15,,trn,0.00,0.00,,,,0.00,,,,66.39,,mk,66.39
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,0.00,,,,0.19,,,0.19
1/6/2020,2264023208,,,48353397,,MT,REC,USA,,NGA,,355.00000000000,,,,12/23/2019,0.45,,trn,0.00,"2,840.00",,,,(81.47),,,,(511.20),,,(592.67)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.23),,,,(1.44),,,(1.67)
1/6/2020,2264023208,,,48353397,,MT,REC,USA,,NGA,,355.00000000000,,,,12/23/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/6/2020,2264023208,,,48353397,,MT,REC,USA,,NGA,,355.00000000000,,,,12/23/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,4.07,,mk,4.07
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/6/2020,2266554178,,,36812945,,MT,REC,DEU,,NGA,,397.31600000000,,,,1/2/2020,0.50,,trn,0.00,"4,767.79",,,,(79.46),,,,(858.20),,,(937.66)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.22),,,,(2.42),,,(2.64)
1/6/2020,2266554178,,,36812945,,MT,REC,DEU,,NGA,,397.31600000000,,,,1/2/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,42.91,,mk,42.91
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
1/6/2020,2266554178,,,36812945,,MT,REC,DEU,,NGA,,397.31600000000,,,,1/2/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,3.97,,mk,3.97
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/6/2020,2266603018,,,95200126,,MT,REC,GBR,,NGA,,468.84850000000,,,,1/2/2020,1.50,,trn,0.00,"4,688.49",,,,(281.31),,,,(843.93),,,"(1,125.24)"
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.79),,,,(2.38),,,(3.17)
1/6/2020,2266603018,,,95200126,,MT,REC,GBR,,NGA,,468.84850000000,,,,1/2/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,14.07,,mk,14.07
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/6/2020,2266603018,,,95200126,,MT,REC,GBR,,NGA,,468.84850000000,,,,1/2/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,42.20,,mk,42.20
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
1/6/2020,2267076477,,,98367592,,MT,REC,USA,,NGA,,355.00000000000,,,,1/3/2020,1.25,,trn,0.00,"3,514.50",,,,(248.50),,,,(632.61),,,(881.11)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.70),,,,(1.78),,,(2.48)
1/6/2020,2267076477,,,98367592,,MT,REC,USA,,NGA,,355.00000000000,,,,1/3/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,12.43,,mk,12.43
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/6/2020,2267076477,,,98367592,,MT,REC,USA,,NGA,,355.00000000000,,,,1/3/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,31.63,,mk,31.63
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/6/2020,2267136541,,,31959468,,MT,REC,USA,,NGA,,355.00000000000,,,,1/3/2020,1.25,,trn,0.00,"3,546.45",,,,(88.75),,,,(638.36),,,(727.11)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.25),,,,(1.80),,,(2.05)
1/6/2020,2267136541,,,31959468,,MT,REC,USA,,NGA,,355.00000000000,,,,1/3/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,4.44,,mk,4.44
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/6/2020,2267136541,,,31959468,,MT,REC,USA,,NGA,,355.00000000000,,,,1/3/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/6/2020,2267375809,,,27137797,,MT,REC,USA,,NGA,,355.00000000000,,,,1/4/2020,0.45,,trn,0.00,"1,420.00",,,,(6.39),,,,(255.60),,,(261.99)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.02),,,,(0.72),,,(0.74)
1/6/2020,2267375809,,,27137797,,MT,REC,USA,,NGA,,355.00000000000,,,,1/4/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,12.78,,mk,12.78
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/8/2020,2268462499,,,53625454,,MT,REC,CHE,,NGA,,365.03856041080,,,,1/8/2020,1.00,,trn,0.00,"18,251.93",,,,"(1,350.64)",,,,"(3,285.35)",,,"(4,635.99)"
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,(3.80),,,,(9.25),,,(13.05)
1/8/2020,2268462499,,,53625454,,MT,REC,CHE,,NGA,,365.03856041080,,,,1/8/2020,1.00,,trn,0.00,0.00,,,,0.00,,,,164.27,,mk,164.27
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,0.00,,,,0.46,,,0.46
1/8/2020,2268462499,,,53625454,,MT,REC,CHE,,NGA,,365.03856041080,,,,1/8/2020,1.00,,trn,0.00,0.00,,,,0.00,,,,67.53,,mk,67.53
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,0.00,,,,0.19,,,0.19
1/9/2020,2268083961,,,33791731,,MT,REC,BEN,,NGA,,.60586662880,,,,1/7/2020,2.00,,trn,0.00,"1,393.49",,,,(113.91),,,,(250.83),,,(364.74)
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,(0.32),,,,(0.71),,,(1.03)
1/9/2020,2268083961,,,33791731,,MT,REC,BEN,,NGA,,.60586662880,,,,1/7/2020,2.00,,trn,0.00,0.00,,,,0.00,,,,12.54,,mk,12.54
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/9/2020,2268083961,,,33791731,,MT,REC,BEN,,NGA,,.60586662880,,,,1/7/2020,2.00,,trn,0.00,0.00,,,,0.00,,,,5.70,,mk,5.70
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/9/2020,2268465404,,,68437417,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/8/2020,1.20,,trn,0.00,"1,844.01",,,,(349.62),,,,(331.92),,,(681.54)
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,(0.98),,,,(0.93),,,(1.91)
1/9/2020,2268465404,,,68437417,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/8/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,17.48,,mk,17.48
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/9/2020,2268465404,,,68437417,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/8/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,16.60,,mk,16.60
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/10/2020,2268376198,,,68821845,,MT,REC,CMR,,NGA,,.60332301475,,,,1/8/2020,0.60,,trn,0.00,"4,524.92",,,,(36.20),,,,(814.49),,,(850.69)
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,(0.10),,,,(2.29),,,(2.39)
1/10/2020,2268376198,,,68821845,,MT,REC,CMR,,NGA,,.60332301475,,,,1/8/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,40.72,,mk,40.72
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.11,,,0.11
1/10/2020,2268376198,,,68821845,,MT,REC,CMR,,NGA,,.60332301475,,,,1/8/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,1.81,,mk,1.81
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/10/2020,2268566514,,,97631549,,MT,REC,USA,,NGA,,355.00000000000,,,,1/8/2020,1.25,,trn,0.00,"3,546.45",,,,(88.75),,,,(638.36),,,(727.11)
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,(0.25),,,,(1.80),,,(2.05)
1/10/2020,2268566514,,,97631549,,MT,REC,USA,,NGA,,355.00000000000,,,,1/8/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,4.44,,mk,4.44
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/10/2020,2268566514,,,97631549,,MT,REC,USA,,NGA,,355.00000000000,,,,1/8/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/10/2020,2268772973,,,31483170,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/9/2020,1.20,,trn,0.00,"1,844.01",,,,(305.37),,,,(331.92),,,(637.29)
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,(0.86),,,,(0.93),,,(1.79)
1/10/2020,2268772973,,,31483170,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/9/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,15.27,,mk,15.27
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/10/2020,2268772973,,,31483170,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/9/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,16.60,,mk,16.60
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/13/2020,2268303903,,,59623260,,MT,REC,USA,,NGA,,355.00000000000,,,,1/7/2020,6.81,,trn,0.00,"1,771.45",,,,(135.38),,,,(318.86),,,(454.24)
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,(0.38),,,,(0.90),,,(1.28)
1/13/2020,2268303903,,,59623260,,MT,REC,USA,,NGA,,355.00000000000,,,,1/7/2020,6.81,,trn,0.00,0.00,,,,0.00,,,,15.94,,mk,15.94
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/13/2020,2268303903,,,59623260,,MT,REC,USA,,NGA,,355.00000000000,,,,1/7/2020,6.81,,trn,0.00,0.00,,,,0.00,,,,6.77,,mk,6.77
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/13/2020,2269033302,,,64310011,,MT,REC,GBR,,NGA,,463.63000000000,,,,1/10/2020,1.50,,trn,0.00,"4,636.30",,,,(333.81),,,,(834.53),,,"(1,168.34)"
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,(0.94),,,,(2.35),,,(3.29)
1/13/2020,2269033302,,,64310011,,MT,REC,GBR,,NGA,,463.63000000000,,,,1/10/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,16.69,,mk,16.69
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/13/2020,2269033302,,,64310011,,MT,REC,GBR,,NGA,,463.63000000000,,,,1/10/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,41.73,,mk,41.73
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
1/13/2020,2269049970,,,95755866,,MT,REC,USA,,NGA,,355.00000000000,,,,1/10/2020,6.81,,trn,0.00,"3,280.20",,,,"(2,054.92)",,,,(590.44),,,"(2,645.36)"
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,(5.79),,,,(1.66),,,(7.45)
1/13/2020,2269049970,,,95755866,,MT,REC,USA,,NGA,,355.00000000000,,,,1/10/2020,6.81,,trn,0.00,0.00,,,,0.00,,,,29.52,,mk,29.52
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.08,,,0.08
1/13/2020,2269049970,,,95755866,,MT,REC,USA,,NGA,,355.00000000000,,,,1/10/2020,6.81,,trn,0.00,0.00,,,,0.00,,,,102.75,,mk,102.75
