PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Send  Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Currency : ,,,,USD,,,Transaction Currency : ,,,,,,NGN,,,,,,,,,,,,,,,
,,,,,,,,,Orig,Rcv,,,,,,,FX,,,,,,,Fx Rev,,,,
Tran Date,,Tran Id,,,,Ref #,,Prod,Cntry,Cntry,,FX Rate,,,,FX Date,Margin,,,Base Amt,Fee Amt,,,Share Amt,Commission Amt,,,Total
,,,,,,,,,,,,,,,,,,,,(242.04),0.00,,(2.26),,,(4.84),(7.10),
12/17/2019,,2258827585,,,,72746514,,MT,NGA,NGA,,,,,,12/9/2019,,,trn,"(169,500.00)",0.00,,0.00,,,0.00,,0.00
,,,,,,,,,,,,.00281690141,,,,12/17/2019,,,stl,(477.46),0.00,,0.00,,,0.00,,0.00
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(169,500.00)",0.00,,0.00,,,0.00,0.00,
,,,,,,,,,,,,,,,,,,,,(477.46),0.00,,0.00,,,0.00,0.00,
12/19/2019,,2261767661,,,,87371350,,MT,COG,NGA,,.60251122560,,,,12/18/2019,2.30,,trn,"(23,546.14)","4,579.09",,(110.86),,,(824.24),,(935.10)
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,(66.33),0.00,,(0.31),,,(2.32),,(2.63)
12/19/2019,,2261767661,,,,87371350,,MT,COG,NGA,,.60251122560,,,,12/18/2019,2.30,,trn,0.00,0.00,,0.00,,,41.21,mk,41.21
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,0.00,0.00,,0.00,,,0.12,,0.12
12/19/2019,,2261767661,,,,87371350,,MT,COG,NGA,,.60251122560,,,,12/18/2019,2.30,,trn,0.00,0.00,,0.00,,,5.54,mk,5.54
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(23,546.14)","4,579.09",,(110.86),,,(777.49),(888.35),
,,,,,,,,,,,,,,,,,,,,(66.33),0.00,,(0.31),,,(2.18),(2.49),
12/23/2019,,2262203181,,,,30640897,,MT,USA,NGA,,355.00000000000,,,,12/19/2019,0.45,,trn,"(102,486.73)","2,840.00",,(92.66),,,(511.20),,(603.86)
,,,,,,,,,,,,.00281690141,,,,12/23/2019,,,stl,(288.70),0.00,,(0.26),,,(1.44),,(1.70)
12/23/2019,,2262203181,,,,30640897,,MT,USA,NGA,,355.00000000000,,,,12/19/2019,0.45,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,12/23/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
12/23/2019,,2262203181,,,,30640897,,MT,USA,NGA,,355.00000000000,,,,12/19/2019,0.45,,trn,0.00,0.00,,0.00,,,4.63,mk,4.63
,,,,,,,,,,,,.00281690141,,,,12/23/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(102,486.73)","2,840.00",,(92.66),,,(481.01),(573.67),
,,,,,,,,,,,,,,,,,,,,(288.70),0.00,,(0.26),,,(1.36),(1.62),
12/30/2019,,2264750146,,,,21624718,,MT,USA,NGA,,355.00000000000,,,,12/26/2019,0.45,,trn,"(53,010.38)","2,840.00",,(47.93),,,(511.20),,(559.13)
,,,,,,,,,,,,.00281690141,,,,12/30/2019,,,stl,(149.33),0.00,,(0.14),,,(1.44),,(1.58)
12/30/2019,,2264750146,,,,21624718,,MT,USA,NGA,,355.00000000000,,,,12/26/2019,0.45,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,12/30/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
12/30/2019,,2264750146,,,,21624718,,MT,USA,NGA,,355.00000000000,,,,12/26/2019,0.45,,trn,0.00,0.00,,0.00,,,2.40,mk,2.40
,,,,,,,,,,,,.00281690141,,,,12/30/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(53,010.38)","2,840.00",,(47.93),,,(483.24),(531.17),
,,,,,,,,,,,,,,,,,,,,(149.33),0.00,,(0.14),,,(1.36),(1.50),
Account   100711693 - 100713048 Total : ,,,,,,,,,,,,,,,,,,7,,"(489,122.89)","22,397.91",,"(1,186.06)",,,"(3,770.74)","(4,956.80)",
,,,,,,,,,,,,,,,,,,,,"(1,377.82)",0.00,,(3.34),,,(10.60),(13.94),
Account Number : ,,,100711693 - 100713050,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #185 - GARKI ABUJA - GARKI YOLA STREET BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654178,,,,,Store Number : ,,,,185,,,,,,,,,,,,,,
12/6/2019,,2257420840,,,,76778895,,MT,USA,NGA,,355.00000000000,,,,12/4/2019,1.25,,trn,"(35,056.25)","3,546.45",,(88.75),,,(638.36),,(727.11)
,,,,,,,,,,,,.00281690141,,,,12/6/2019,,,stl,(98.75),0.00,,(0.25),,,(1.80),,(2.05)
12/6/2019,,2257420840,,,,76778895,,MT,USA,NGA,,355.00000000000,,,,12/4/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,12/6/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/6/2019,,2257420840,,,,76778895,,MT,USA,NGA,,355.00000000000,,,,12/4/2019,1.25,,trn,0.00,0.00,,0.00,,,4.44,mk,4.44
,,,,,,,,,,,,.00281690141,,,,12/6/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(35,056.25)","3,546.45",,(88.75),,,(602.00),(690.75),
,,,,,,,,,,,,,,,,,,,,(98.75),0.00,,(0.25),,,(1.70),(1.95),
12/11/2019,,2259443669,,,,72203564,,MT,BGR,NGA,,201.34750967445,,,,12/11/2019,4.00,,trn,"(66,106.41)","5,798.81",,(550.89),,,"(1,043.79)",,"(1,594.68)"
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,(186.22),0.00,,(1.55),,,(2.94),,(4.49)
12/11/2019,,2259443669,,,,72203564,,MT,BGR,NGA,,201.34750967445,,,,12/11/2019,4.00,,trn,0.00,0.00,,0.00,,,52.19,mk,52.19
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,0.00,0.00,,0.00,,,0.15,,0.15
12/11/2019,,2259443669,,,,72203564,,MT,BGR,NGA,,201.34750967445,,,,12/11/2019,4.00,,trn,0.00,0.00,,0.00,,,27.54,mk,27.54
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,0.00,0.00,,0.00,,,0.08,,0.08
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(66,106.41)","5,798.81",,(550.89),,,(964.06),"(1,514.95)",
,,,,,,,,,,,,,,,,,,,,(186.22),0.00,,(1.55),,,(2.71),(4.26),
12/13/2019,,2258702790,,,,95478416,,MT,USA,NGA,,355.00000000000,,,,12/9/2019,0.50,,trn,"(40,620.88)","1,771.45",,(40.83),,,(318.86),,(359.69)
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,(114.43),0.00,,(0.12),,,(0.90),,(1.02)
12/13/2019,,2258702790,,,,95478416,,MT,USA,NGA,,355.00000000000,,,,12/9/2019,0.50,,trn,0.00,0.00,,0.00,,,15.94,mk,15.94
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
12/13/2019,,2258702790,,,,95478416,,MT,USA,NGA,,355.00000000000,,,,12/9/2019,0.50,,trn,0.00,0.00,,0.00,,,2.04,mk,2.04
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(40,620.88)","1,771.45",,(40.83),,,(300.88),(341.71),
,,,,,,,,,,,,,,,,,,,,(114.43),0.00,,(0.12),,,(0.85),(0.97),
12/19/2019,,2260243338,,,,54416304,,MT,USA,NGA,,355.00000000000,,,,12/13/2019,6.81,,trn,"(16,541.23)","1,771.45",,(241.76),,,(318.86),,(560.62)
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,(46.60),0.00,,(0.68),,,(0.90),,(1.58)
12/19/2019,,2260243338,,,,54416304,,MT,USA,NGA,,355.00000000000,,,,12/13/2019,6.81,,trn,0.00,0.00,,0.00,,,15.94,mk,15.94
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
12/19/2019,,2260243338,,,,54416304,,MT,USA,NGA,,355.00000000000,,,,12/13/2019,6.81,,trn,0.00,0.00,,0.00,,,12.09,mk,12.09
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(16,541.23)","1,771.45",,(241.76),,,(290.83),(532.59),
,,,,,,,,,,,,,,,,,,,,(46.60),0.00,,(0.68),,,(0.83),(1.51),
Account   100711693 - 100713050 Total : ,,,,,,,,,,,,,,,,,,4,,"(158,324.77)","12,888.16",,(922.23),,,"(2,157.77)","(3,080.00)",
,,,,,,,,,,,,,,,,,,,,(446.00),0.00,,(2.60),,,(6.09),(8.69),
Account Number : ,,,100711693 - 100713051,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #186 - JOS - JOS BEACH ROAD BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654179,,,,,Store Number : ,,,,186,,,,,,,,,,,,,,
12/2/2019,,2255165843,,,,21425087,,MT,USA,NGA,,355.00000000000,,,,11/27/2019,1.25,,trn,"(175,281.25)","3,546.45",,(443.75),,,(638.36),,"(1,082.11)"
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,(493.75),0.00,,(1.25),,,(1.80),,(3.05)
12/2/2019,,2255165843,,,,21425087,,MT,USA,NGA,,355.00000000000,,,,11/27/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/2/2019,,2255165843,,,,21425087,,MT,USA,NGA,,355.00000000000,,,,11/27/2019,1.25,,trn,0.00,0.00,,0.00,,,22.19,mk,22.19
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(175,281.25)","3,546.45",,(443.75),,,(584.25),"(1,028.00)",
,,,,,,,,,,,,,,,,,,,,(493.75),0.00,,(1.25),,,(1.65),(2.90),
12/11/2019,,2257744980,,,,51788725,,MT,USA,NGA,,355.00000000000,,,,12/5/2019,0.45,,trn,"(70,680.50)","2,840.00",,(63.90),,,(511.20),,(575.10)
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,(199.10),0.00,,(0.18),,,(1.44),,(1.62)
12/11/2019,,2257744980,,,,51788725,,MT,USA,NGA,,355.00000000000,,,,12/5/2019,0.45,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
12/11/2019,,2257744980,,,,51788725,,MT,USA,NGA,,355.00000000000,,,,12/5/2019,0.45,,trn,0.00,0.00,,0.00,,,3.20,mk,3.20
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(70,680.50)","2,840.00",,(63.90),,,(482.44),(546.34),
,,,,,,,,,,,,,,,,,,,,(199.10),0.00,,(0.18),,,(1.36),(1.54),
12/16/2019,,2259282674,,,,76471437,,MT,USA,NGA,,355.00000000000,,,,12/10/2019,0.45,,trn,"(35,340.25)","2,840.00",,(31.95),,,(511.20),,(543.15)
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,(99.55),0.00,,(0.09),,,(1.44),,(1.53)
12/16/2019,,2259282674,,,,76471437,,MT,USA,NGA,,355.00000000000,,,,12/10/2019,0.45,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
12/16/2019,,2260211815,,,,32356053,,MT,USA,NGA,,355.00000000000,,,,12/13/2019,1.25,,trn,"(17,528.13)","3,195.00",,(44.38),,,(575.10),,(619.48)
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,(49.38),0.00,,(0.13),,,(1.62),,(1.75)
12/16/2019,,2260211815,,,,32356053,,MT,USA,NGA,,355.00000000000,,,,12/13/2019,1.25,,trn,0.00,0.00,,0.00,,,28.76,mk,28.76
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,0.00,0.00,,0.00,,,0.08,,0.08
12/16/2019,,2260211815,,,,32356053,,MT,USA,NGA,,355.00000000000,,,,12/13/2019,1.25,,trn,0.00,0.00,,0.00,,,2.22,mk,2.22
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"(52,868.38)","6,035.00",,(76.33),,,"(1,029.76)","(1,106.09)",
,,,,,,,,,,,,,,,,,,,,(148.93),0.00,,(0.22),,,(2.90),(3.12),
Account   100711693 - 100713051 Total : ,,,,,,,,,,,,,,,,,,4,,"(298,830.13)","12,421.45",,(583.98),,,"(2,096.45)","(2,680.43)",
,,,,,,,,,,,,,,,,,,,,(841.78),0.00,,(1.65),,,(5.91),(7.56),
Account Number : ,,,100711693 - 100713055,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #190 - CBD ABUJA - CBD ABUJA BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654183,,,,,Store Number : ,,,,190,,,,,,,,,,,,,,
12/19/2019,,2244900759,,,,37727858,,MT,CIV,NGA,,.60164531315,,,,10/25/2019,1.20,,trn,"(141,242.05)","9,626.33",,(343.10),,,"(1,732.74)",,"(2,075.84)"
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,(397.86),0.00,,(0.97),,,(4.88),,(5.85)
12/19/2019,,2244900759,,,,37727858,,MT,CIV,NGA,,.60164531315,,,,10/25/2019,1.20,,trn,0.00,0.00,,0.00,,,86.64,mk,86.64
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,0.00,0.00,,0.00,,,0.24,,0.24
12/19/2019,,2244900759,,,,37727858,,MT,CIV,NGA,,.60164531315,,,,10/25/2019,1.20,,trn,0.00,0.00,,0.00,,,17.15,mk,17.15
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(141,242.05)","9,626.33",,(343.10),,,"(1,628.95)","(1,972.05)",
,,,,,,,,,,,,,,,,,,,,(397.86),0.00,,(0.97),,,(4.59),(5.56),
12/30/2019,,2265080428,,,,20837879,,MT,USA,NGA,,355.00000000000,,,,12/27/2019,0.45,,trn,"(289,790.05)","2,840.00",,(261.99),,,(511.20),,(773.19)
,,,,,,,,,,,,.00281690141,,,,12/30/2019,,,stl,(816.31),0.00,,(0.74),,,(1.44),,(2.18)
12/30/2019,,2265080428,,,,20837879,,MT,USA,NGA,,355.00000000000,,,,12/27/2019,0.45,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,12/30/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
12/30/2019,,2265080428,,,,20837879,,MT,USA,NGA,,355.00000000000,,,,12/27/2019,0.45,,trn,0.00,0.00,,0.00,,,13.10,mk,13.10
,,,,,,,,,,,,.00281690141,,,,12/30/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(289,790.05)","2,840.00",,(261.99),,,(472.54),(734.53),
,,,,,,,,,,,,,,,,,,,,(816.31),0.00,,(0.74),,,(1.33),(2.07),
Account   100711693 - 100713055 Total : ,,,,,,,,,,,,,,,,,,2,,"(431,032.10)","12,466.33",,(605.09),,,"(2,101.49)","(2,706.58)",
,,,,,,,,,,,,,,,,,,,,"(1,214.17)",0.00,,(1.71),,,(5.92),(7.63),
Account Number : ,,,100711693 - 100713057,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #192 - BAUCHI - BAUCHI JOS ROAD BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654185,,,,,Store Number : ,,,,192,,,,,,,,,,,,,,
12/2/2019,,2255452056,,,,38784349,,MT,CMR,NGA,,.59585453895,,,,11/29/2019,0.60,,trn,"(177,683.82)","13,108.80",,(214.51),,,"(2,359.58)",,"(2,574.09)"
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,(500.52),0.00,,(0.60),,,(6.65),,(7.25)
12/2/2019,,2255452056,,,,38784349,,MT,CMR,NGA,,.59585453895,,,,11/29/2019,0.60,,trn,0.00,0.00,,0.00,,,117.98,mk,117.98
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.33,,0.33
12/2/2019,,2255452056,,,,38784349,,MT,CMR,NGA,,.59585453895,,,,11/29/2019,0.60,,trn,0.00,0.00,,0.00,,,10.73,mk,10.73
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(177,683.82)","13,108.80",,(214.51),,,"(2,230.87)","(2,445.38)",
,,,,,,,,,,,,,,,,,,,,(500.52),0.00,,(0.60),,,(6.29),(6.89),
Account   100711693 - 100713057 Total : ,,,,,,,,,,,,,,,,,,1,,"(177,683.82)","13,108.80",,(214.51),,,"(2,230.87)","(2,445.38)",
,,,,,,,,,,,,,,,,,,,,(500.52),0.00,,(0.60),,,(6.29),(6.89),
Account Number : ,,,100711693 - 100713062,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #197 - KAKURI - KAKURI BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654190,,,,,Store Number : ,,,,197,,,,,,,,,,,,,,
12/5/2019,,2256978945,,,,89506861,,MT,CHL,NGA,,.44058330770,,,,12/3/2019,1.20,,trn,"(69,647.41)","3,216.26",,(169.18),,,(578.93),,(748.11)
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,(196.19),0.00,,(0.48),,,(1.63),,(2.11)
12/5/2019,,2256978945,,,,89506861,,MT,CHL,NGA,,.44058330770,,,,12/3/2019,1.20,,trn,0.00,0.00,,0.00,,,28.95,mk,28.95
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.08,,0.08
12/5/2019,,2256978945,,,,89506861,,MT,CHL,NGA,,.44058330770,,,,12/3/2019,1.20,,trn,0.00,0.00,,0.00,,,8.46,mk,8.46
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(69,647.41)","3,216.26",,(169.18),,,(541.52),(710.70),
,,,,,,,,,,,,,,,,,,,,(196.19),0.00,,(0.48),,,(1.53),(2.01),
12/17/2019,,2258025667,,,,66773332,,MT,LUX,NGA,,393.76600000000,,,,12/6/2019,3.20,,trn,"(143,318.22)","9,450.38",,(947.56),,,"(1,701.07)",,"(2,648.63)"
,,,,,,,,,,,,.00281690141,,,,12/17/2019,,,stl,(403.71),0.00,,(2.67),,,(4.79),,(7.46)
12/17/2019,,2258025667,,,,66773332,,MT,LUX,NGA,,393.76600000000,,,,12/6/2019,3.20,,trn,0.00,0.00,,0.00,,,85.05,mk,85.05
,,,,,,,,,,,,.00281690141,,,,12/17/2019,,,stl,0.00,0.00,,0.00,,,0.24,,0.24
12/17/2019,,2258025667,,,,66773332,,MT,LUX,NGA,,393.76600000000,,,,12/6/2019,3.20,,trn,0.00,0.00,,0.00,,,47.38,mk,47.38
,,,,,,,,,,,,.00281690141,,,,12/17/2019,,,stl,0.00,0.00,,0.00,,,0.13,,0.13
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(143,318.22)","9,450.38",,(947.56),,,"(1,568.64)","(2,516.20)",
,,,,,,,,,,,,,,,,,,,,(403.71),0.00,,(2.67),,,(4.42),(7.09),
12/23/2019,,2262893649,,,,82879856,,MT,DEU,NGA,,393.26900000000,,,,12/21/2019,0.50,,trn,"(19,565.13)","1,966.35",,(19.66),,,(353.94),,(373.60)
,,,,,,,,,,,,.00281690141,,,,12/23/2019,,,stl,(55.11),0.00,,(0.06),,,(1.00),,(1.06)
12/23/2019,,2262893649,,,,82879856,,MT,DEU,NGA,,393.26900000000,,,,12/21/2019,0.50,,trn,0.00,0.00,,0.00,,,17.70,mk,17.70
,,,,,,,,,,,,.00281690141,,,,12/23/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(19,565.13)","1,966.35",,(19.66),,,(336.24),(355.90),
,,,,,,,,,,,,,,,,,,,,(55.11),0.00,,(0.06),,,(0.95),(1.01),
Account   100711693 - 100713062 Total : ,,,,,,,,,,,,,,,,,,3,,"(232,530.76)","14,632.99",,"(1,136.40)",,,"(2,446.40)","(3,582.80)",
,,,,,,,,,,,,,,,,,,,,(655.01),0.00,,(3.21),,,(6.90),(10.11),
Account Number : ,,,100711693 - 100713066,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #201 - BIRNIN KEBBI - KEBBI EMIR BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654194,,,,,Store Number : ,,,,201,,,,,,,,,,,,,,
12/2/2019,,2255463909,,,,54089974,,MT,CMR,NGA,,.59585453895,,,,11/29/2019,0.60,,trn,"(592,279.41)","22,940.40",,(715.03),,,"(4,129.27)",,"(4,844.30)"
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,"(1,668.39)",0.00,,(2.01),,,(11.63),,(13.64)
12/2/2019,,2255463909,,,,54089974,,MT,CMR,NGA,,.59585453895,,,,11/29/2019,0.60,,trn,0.00,0.00,,0.00,,,206.46,mk,206.46
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.58,,0.58
12/2/2019,,2255463909,,,,54089974,,MT,CMR,NGA,,.59585453895,,,,11/29/2019,0.60,,trn,0.00,0.00,,0.00,,,35.75,mk,35.75
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
12/2/2019,,2255592477,,,,72311652,,MT,CMR,NGA,,.59536746475,,,,11/29/2019,0.60,,trn,"(591,795.26)","22,921.65",,(714.44),,,"(4,125.90)",,"(4,840.34)"
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,"(1,667.03)",0.00,,(2.01),,,(11.62),,(13.63)
12/2/2019,,2255592477,,,,72311652,,MT,CMR,NGA,,.59536746475,,,,11/29/2019,0.60,,trn,0.00,0.00,,0.00,,,206.29,mk,206.29
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.58,,0.58
12/2/2019,,2255592477,,,,72311652,,MT,CMR,NGA,,.59536746475,,,,11/29/2019,0.60,,trn,0.00,0.00,,0.00,,,35.72,mk,35.72
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
12/2/2019,,2255598385,,,,68229938,,MT,CMR,NGA,,.59536746475,,,,11/29/2019,0.60,,trn,"(591,795.26)","22,921.65",,(714.44),,,"(4,125.90)",,"(4,840.34)"
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,"(1,667.03)",0.00,,(2.01),,,(11.62),,(13.63)
12/2/2019,,2255598385,,,,68229938,,MT,CMR,NGA,,.59536746475,,,,11/29/2019,0.60,,trn,0.00,0.00,,0.00,,,206.29,mk,206.29
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.58,,0.58
12/2/2019,,2255598385,,,,68229938,,MT,CMR,NGA,,.59536746475,,,,11/29/2019,0.60,,trn,0.00,0.00,,0.00,,,35.72,mk,35.72
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
12/2/2019,,2255602681,,,,60710485,,MT,CMR,NGA,,.59536746475,,,,11/29/2019,0.60,,trn,"(591,795.26)","22,921.65",,(714.44),,,"(4,125.90)",,"(4,840.34)"
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,"(1,667.03)",0.00,,(2.01),,,(11.62),,(13.63)
12/2/2019,,2255602681,,,,60710485,,MT,CMR,NGA,,.59536746475,,,,11/29/2019,0.60,,trn,0.00,0.00,,0.00,,,206.29,mk,206.29
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.58,,0.58
12/2/2019,,2255602681,,,,60710485,,MT,CMR,NGA,,.59536746475,,,,11/29/2019,0.60,,trn,0.00,0.00,,0.00,,,35.72,mk,35.72
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
12/2/2019,,2255799322,,,,69641641,,MT,CMR,NGA,,.59612513770,,,,11/30/2019,0.60,,trn,"(592,548.39)","22,950.82",,(715.35),,,"(4,131.15)",,"(4,846.50)"
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,"(1,669.15)",0.00,,(2.02),,,(11.64),,(13.66)
12/2/2019,,2255799322,,,,69641641,,MT,CMR,NGA,,.59612513770,,,,11/30/2019,0.60,,trn,0.00,0.00,,0.00,,,206.56,mk,206.56
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.58,,0.58
12/2/2019,,2255799322,,,,69641641,,MT,CMR,NGA,,.59612513770,,,,11/30/2019,0.60,,trn,0.00,0.00,,0.00,,,35.77,mk,35.77
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
12/2/2019,,2255802268,,,,63462427,,MT,CMR,NGA,,.59612513770,,,,11/30/2019,0.60,,trn,"(592,548.39)","22,950.82",,(715.35),,,"(4,131.15)",,"(4,846.50)"
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,"(1,669.15)",0.00,,(2.02),,,(11.64),,(13.66)
12/2/2019,,2255802268,,,,63462427,,MT,CMR,NGA,,.59612513770,,,,11/30/2019,0.60,,trn,0.00,0.00,,0.00,,,206.56,mk,206.56
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.58,,0.58
12/2/2019,,2255802268,,,,63462427,,MT,CMR,NGA,,.59612513770,,,,11/30/2019,0.60,,trn,0.00,0.00,,0.00,,,35.77,mk,35.77
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
