PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Id :  113321879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Date:  10/2/2019 to 10/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment Due Date : ,,,,12/11/2019
Settlement Currency : ,,,,USD,,Transaction Currency : ,,,,,,,NGN,,,,,,,,,,,,,,,,,,,
,,,,,,,Tran,Orig,,Rcv,,,,,,,FX,,,,,,,,,Fx Rev,,,Commission,,,
Tran Date,Tran Id,,,Ref #,,Prod,Type,Cntry,,Cntry,,FX Rate,,,,FX Date,Margin,,,Base Amt,,Fee Amt,,,,Share Amt,,,Amt,,,Total
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,(0.23),,,,(1.44),,,1.67 
10/10/2019,2239670353,,,24710801,,MT,REC,USA,,NGA,,355.00000000000,,,,07/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
10/10/2019,2239670353,,,24710801,,MT,REC,USA,,NGA,,355.00000000000,,,,07/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,3.99,,mk,3.99
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
11/10/2019,2240257636,,,67749360,,MT,REC,USA,,NGA,,355.00000000000,,,,09/10/2019,0.45,,trn,0.00,"2,840.00",,,,(86.27),,,,(511.20),,,597.47 
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,(0.24),,,,(1.44),,,1.68 
11/10/2019,2240257636,,,67749360,,MT,REC,USA,,NGA,,355.00000000000,,,,09/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
11/10/2019,2240257636,,,67749360,,MT,REC,USA,,NGA,,355.00000000000,,,,09/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,4.31,,mk,4.31
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
14/10/2019,2241132086,,,73257344,,MT,REC,DEU,,NGA,,391.92000000000,,,,12/10/2019,0.50,,trn,0.00,"18,420.24",,,,(573.38),,,,"-3,315.64",,,"3,889.02"
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,(1.62),,,,(9.34),,,10.96 
14/10/2019,2241132086,,,73257344,,MT,REC,DEU,,NGA,,391.92000000000,,,,12/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,28.67,,mk,28.67
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.08,,,0.08
14/10/2019,2241132086,,,73257344,,MT,REC,DEU,,NGA,,391.92000000000,,,,12/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,165.78,,mk,165.78
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.47,,,0.47
14/10/2019,2241281950,,,92405399,,MT,REC,USA,,NGA,,355.00000000000,,,,12/10/2019,1.25,,trn,0.00,"3,546.45",,,,(133.13),,,,(638.36),,,771.49 
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,(0.38),,,,(1.80),,,2.18 
14/10/2019,2241281950,,,92405399,,MT,REC,USA,,NGA,,355.00000000000,,,,12/10/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,6.66,,mk,6.66
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
14/10/2019,2241281950,,,92405399,,MT,REC,USA,,NGA,,355.00000000000,,,,12/10/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
15/10/2019,2240744421,,,95001769,,MT,REC,GBR,,NGA,,441.54900000000,,,,11/10/2019,1.50,,trn,0.00,"2,207.75",,,,(132.46),,,,(397.39),,,529.85 
,,,,,,,,,,,,.00281690141,,,,15/10/2019,,,stl,0.00,0.00,,,,(0.37),,,,(1.12),,,1.49 
15/10/2019,2240744421,,,95001769,,MT,REC,GBR,,NGA,,441.54900000000,,,,11/10/2019,1.50,,trn,0.00,0.00,,,,0.00,,,,6.62,,mk,6.62
,,,,,,,,,,,,.00281690141,,,,15/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
15/10/2019,2240744421,,,95001769,,MT,REC,GBR,,NGA,,441.54900000000,,,,11/10/2019,1.50,,trn,0.00,0.00,,,,0.00,,,,19.87,,mk,19.87
,,,,,,,,,,,,.00281690141,,,,15/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
21/10/2019,2242900395,,,20138669,,MT,REC,KEN,,NGA,,3.42366670025,,,,18/10/2019,3.10,,trn,0.00,325.25,,,,(102.53),,,,(58.54),,,161.07 
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,(0.29),,,,(0.16),,,0.45 
21/10/2019,2242900395,,,20138669,,MT,REC,KEN,,NGA,,3.42366670025,,,,18/10/2019,3.10,,trn,0.00,0.00,,,,0.00,,,,5.13,,mk,5.13
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
21/10/2019,2242900395,,,20138669,,MT,REC,KEN,,NGA,,3.42366670025,,,,18/10/2019,3.10,,trn,0.00,0.00,,,,0.00,,,,2.93,,mk,2.93
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
21/10/2019,2242956015,,,94989412,,MT,REC,CMR,,NGA,,.60224062685,,,,18/10/2019,0.60,,trn,0.00,"23,186.26",,,,(722.69),,,,"-4,173.53",,,"4,896.22"
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,(2.04),,,,(11.76),,,13.80 
21/10/2019,2242956015,,,94989412,,MT,REC,CMR,,NGA,,.60224062685,,,,18/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,36.13,,mk,36.13
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
21/10/2019,2242956015,,,94989412,,MT,REC,CMR,,NGA,,.60224062685,,,,18/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,208.68,,mk,208.68
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.59,,,0.59
22/10/2019,2243746066,,,35884445,,MT,REC,SLE,,NGA,,.03763324115,,,,21/10/2019,1.10,,trn,0.00,"1,881.66",,,,(71.85),,,,(338.70),,,410.55 
,,,,,,,,,,,,.00281690141,,,,22/10/2019,,,stl,0.00,0.00,,,,(0.20),,,,(0.95),,,1.15 
22/10/2019,2243746066,,,35884445,,MT,REC,SLE,,NGA,,.03763324115,,,,21/10/2019,1.10,,trn,0.00,0.00,,,,0.00,,,,3.59,,mk,3.59
,,,,,,,,,,,,.00281690141,,,,22/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
22/10/2019,2243746066,,,35884445,,MT,REC,SLE,,NGA,,.03763324115,,,,21/10/2019,1.10,,trn,0.00,0.00,,,,0.00,,,,16.93,,mk,16.93
,,,,,,,,,,,,.00281690141,,,,22/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
23/10/2019,2244017728,,,54309422,,MT,REC,ZMB,,NGA,,26.85325264600,,,,22/10/2019,0.60,,trn,0.00,"1,154.69",,,,(6.44),,,,(207.84),,,214.28 
,,,,,,,,,,,,.00281690141,,,,23/10/2019,,,stl,0.00,0.00,,,,(0.02),,,,(0.59),,,0.61 
23/10/2019,2244017728,,,54309422,,MT,REC,ZMB,,NGA,,26.85325264600,,,,22/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,10.39,,mk,10.39
,,,,,,,,,,,,.00281690141,,,,23/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.03,,,0.03
23/10/2019,2244064094,,,18128834,,MT,REC,CPV,,NGA,,3.58621960275,,,,22/10/2019,3.20,,trn,0.00,"12,587.63",,,,(814.56),,,,"-2,265.77",,,"3,080.33"
,,,,,,,,,,,,.00281690141,,,,23/10/2019,,,stl,0.00,0.00,,,,(2.29),,,,(6.38),,,8.67 
23/10/2019,2244064094,,,18128834,,MT,REC,CPV,,NGA,,3.58621960275,,,,22/10/2019,3.20,,trn,0.00,0.00,,,,0.00,,,,113.29,,mk,113.29
,,,,,,,,,,,,.00281690141,,,,23/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.32,,,0.32
23/10/2019,2244064094,,,18128834,,MT,REC,CPV,,NGA,,3.58621960275,,,,22/10/2019,3.20,,trn,0.00,0.00,,,,0.00,,,,40.73,,mk,40.73
,,,,,,,,,,,,.00281690141,,,,23/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.11,,,0.11
25/10/2019,2244649290,,,49200584,,MT,REC,DEU,,NGA,,395.11500000000,,,,24/10/2019,0.50,,trn,0.00,"25,682.48",,,,(843.57),,,,"-4,622.85",,,"5,466.42"
,,,,,,,,,,,,.00281690141,,,,25/10/2019,,,stl,0.00,0.00,,,,(2.38),,,,(13.02),,,15.40 
25/10/2019,2244649290,,,49200584,,MT,REC,DEU,,NGA,,395.11500000000,,,,24/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,42.18,,mk,42.18
,,,,,,,,,,,,.00281690141,,,,25/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
25/10/2019,2244649290,,,49200584,,MT,REC,DEU,,NGA,,395.11500000000,,,,24/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,231.14,,mk,231.14
,,,,,,,,,,,,.00281690141,,,,25/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.65,,,0.65
29/10/2019,2245732152,,,75760256,,MT,REC,CPV,,NGA,,3.57173177585,,,,28/10/2019,3.20,,trn,0.00,"12,536.78",,,,(800.07),,,,"-2,256.62",,,"3,056.69"
,,,,,,,,,,,,.00281690141,,,,29/10/2019,,,stl,0.00,0.00,,,,(2.25),,,,(6.36),,,8.61 
29/10/2019,2245732152,,,75760256,,MT,REC,CPV,,NGA,,3.57173177585,,,,28/10/2019,3.20,,trn,0.00,0.00,,,,0.00,,,,40.00,,mk,40.00
,,,,,,,,,,,,.00281690141,,,,29/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.11,,,0.11
29/10/2019,2245732152,,,75760256,,MT,REC,CPV,,NGA,,3.57173177585,,,,28/10/2019,3.20,,trn,0.00,0.00,,,,0.00,,,,112.83,,mk,112.83
,,,,,,,,,,,,.00281690141,,,,29/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.32,,,0.32
100711693 - 100713110,,,,,,,,,Account Total:,,,,,Receive,,,,15,,0.00,0.00,,,,"-5,217.59",,,,"-23,246.79",,"28,464.38",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(14.71),,,,(65.48),,80.19 ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(80.19),,
Account Number : ,,,100711693 - 100713113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #248 - ONITSHA  - ONITSHA NEW MARKET BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654241,,,,,Store Number : ,,,,248,,,,,,,,,,,,,,,,,,
11/10/2019,2240194154,,,41725924,,MT,REC,CMR,,NGA,,.59439331635,,,,09/10/2019,0.60,,trn,0.00,"22,884.14",,,,(713.27),,,,"-4,119.15",,,"4,832.42"
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,(2.01),,,,(11.60),,,13.61 
11/10/2019,2240194154,,,41725924,,MT,REC,CMR,,NGA,,.59439331635,,,,09/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,205.96,,mk,205.96
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
11/10/2019,2240194154,,,41725924,,MT,REC,CMR,,NGA,,.59439331635,,,,09/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.66,,mk,35.66
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
15/10/2019,2241604385,,,58895426,,MT,REC,USA,,NGA,,355.00000000000,,,,14/10/2019,0.50,,trn,0.00,"1,771.45",,,,(71.00),,,,(318.86),,,389.86 
,,,,,,,,,,,,.00281690141,,,,15/10/2019,,,stl,0.00,0.00,,,,(0.20),,,,(0.90),,,1.10 
15/10/2019,2241604385,,,58895426,,MT,REC,USA,,NGA,,355.00000000000,,,,14/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,15.94,,mk,15.94
,,,,,,,,,,,,.00281690141,,,,15/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
15/10/2019,2241604385,,,58895426,,MT,REC,USA,,NGA,,355.00000000000,,,,14/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,3.55,,mk,3.55
,,,,,,,,,,,,.00281690141,,,,15/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
16/10/2019,2239698114,,,79767395,,MT,REC,GBR,,NGA,,436.65000000000,,,,07/10/2019,1.50,,trn,0.00,868.93,,,,(41.92),,,,(156.41),,,198.33 
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,(0.12),,,,(0.44),,,0.56 
16/10/2019,2239698114,,,79767395,,MT,REC,GBR,,NGA,,436.65000000000,,,,07/10/2019,1.50,,trn,0.00,0.00,,,,0.00,,,,7.82,,mk,7.82
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
16/10/2019,2239698114,,,79767395,,MT,REC,GBR,,NGA,,436.65000000000,,,,07/10/2019,1.50,,trn,0.00,0.00,,,,0.00,,,,2.10,,mk,2.10
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
17/10/2019,2242276477,,,91230348,,MT,REC,GBR,,NGA,,452.83800000000,,,,16/10/2019,1.50,,trn,0.00,"4,528.38",,,,(366.80),,,,(815.11),,,"1,181.91"
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,(1.03),,,,(2.30),,,3.33 
17/10/2019,2242276477,,,91230348,,MT,REC,GBR,,NGA,,452.83800000000,,,,16/10/2019,1.50,,trn,0.00,0.00,,,,0.00,,,,40.76,,mk,40.76
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.11,,,0.11
17/10/2019,2242276477,,,91230348,,MT,REC,GBR,,NGA,,452.83800000000,,,,16/10/2019,1.50,,trn,0.00,0.00,,,,0.00,,,,18.34,,mk,18.34
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
21/10/2019,2243001558,,,98944458,,MT,REC,SLE,,NGA,,.03763324115,,,,18/10/2019,1.10,,trn,0.00,"9,972.81",,,,(780.99),,,,"-1,795.11",,,"2,576.10"
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,(2.20),,,,(5.06),,,7.26 
21/10/2019,2243001558,,,98944458,,MT,REC,SLE,,NGA,,.03763324115,,,,18/10/2019,1.10,,trn,0.00,0.00,,,,0.00,,,,39.05,,mk,39.05
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.11,,,0.11
21/10/2019,2243001558,,,98944458,,MT,REC,SLE,,NGA,,.03763324115,,,,18/10/2019,1.10,,trn,0.00,0.00,,,,0.00,,,,89.76,,mk,89.76
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.25,,,0.25
22/10/2019,2242882978,,,52472449,,MT,REC,ZAF,,NGA,,355.00000000000,,,,18/10/2019,0.50,,trn,0.00,"5,637.40",,,,(112.77),,,,"-1,014.73",,,"1,127.50"
,,,,,,,,,,,,.00281690141,,,,22/10/2019,,,stl,0.00,0.00,,,,(0.32),,,,(2.86),,,3.18 
22/10/2019,2242882978,,,52472449,,MT,REC,ZAF,,NGA,,355.00000000000,,,,18/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,50.74,,mk,50.74
,,,,,,,,,,,,.00281690141,,,,22/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.14,,,0.14
22/10/2019,2242882978,,,52472449,,MT,REC,ZAF,,NGA,,355.00000000000,,,,18/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,5.64,,mk,5.64
,,,,,,,,,,,,.00281690141,,,,22/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
24/10/2019,2244267954,,,58559955,,MT,REC,USA,,NGA,,355.00000000000,,,,22/10/2019,1.25,,trn,0.00,"3,546.45",,,,(88.75),,,,(638.36),,,727.11 
,,,,,,,,,,,,.00281690141,,,,24/10/2019,,,stl,0.00,0.00,,,,(0.25),,,,(1.80),,,2.05 
24/10/2019,2244267954,,,58559955,,MT,REC,USA,,NGA,,355.00000000000,,,,22/10/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,24/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
24/10/2019,2244267954,,,58559955,,MT,REC,USA,,NGA,,355.00000000000,,,,22/10/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,4.44,,mk,4.44
,,,,,,,,,,,,.00281690141,,,,24/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
100711693 - 100713113,,,,,,,,,Account Total:,,,,,Receive,,,,7,,0.00,0.00,,,,"-2,175.50",,,,"-8,306.05",,"10,481.55",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(6.13),,,,(23.42),,29.55 ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(29.55),,
Account Number : ,,,100711693 - 100713116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #251 - OWERRI - OWERRI MBAISE ROAD BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654244,,,,,Store Number : ,,,,251,,,,,,,,,,,,,,,,,,
02/10/2019,2225908278,,,65606280,,MT,REC,USA,,NGA,,355.00000000000,,,,24/08/2019,0.50,,trn,0.00,"1,771.45",,,,(15.98),,,,(318.86),,,334.84 
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,(0.05),,,,(0.90),,,0.95 
02/10/2019,2225908278,,,65606280,,MT,REC,USA,,NGA,,355.00000000000,,,,24/08/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,15.94,,mk,15.94
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
02/10/2019,2236850239,,,64109004,,MT,REC,USA,,NGA,,355.00000000000,,,,29/09/2019,0.45,,trn,0.00,"2,840.00",,,,(29.39),,,,(511.20),,,540.59 
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,(0.08),,,,(1.44),,,1.52 
02/10/2019,2236850239,,,64109004,,MT,REC,USA,,NGA,,355.00000000000,,,,29/09/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
02/10/2019,2237198556,,,86774981,,MT,REC,USA,,NGA,,355.00000000000,,,,30/09/2019,1.25,,trn,0.00,"3,546.45",,,,(71.00),,,,(638.36),,,709.36 
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,(0.20),,,,(1.80),,,2.00 
02/10/2019,2237198556,,,86774981,,MT,REC,USA,,NGA,,355.00000000000,,,,30/09/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,3.55,,mk,3.55
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
02/10/2019,2237198556,,,86774981,,MT,REC,USA,,NGA,,355.00000000000,,,,30/09/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
03/10/2019,2237808718,,,75455290,,MT,REC,ITA,,NGA,,387.51800000000,,,,02/10/2019,2.00,,trn,0.00,"7,362.84",,,,(775.04),,,,"-1,325.31",,,"2,100.35"
,,,,,,,,,,,,.00281690141,,,,03/10/2019,,,stl,0.00,0.00,,,,(2.18),,,,(3.73),,,5.91 
03/10/2019,2237808718,,,75455290,,MT,REC,ITA,,NGA,,387.51800000000,,,,02/10/2019,2.00,,trn,0.00,0.00,,,,0.00,,,,66.27,,mk,66.27
,,,,,,,,,,,,.00281690141,,,,03/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.19,,,0.19
03/10/2019,2237808718,,,75455290,,MT,REC,ITA,,NGA,,387.51800000000,,,,02/10/2019,2.00,,trn,0.00,0.00,,,,0.00,,,,38.75,,mk,38.75
,,,,,,,,,,,,.00281690141,,,,03/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.11,,,0.11
07/10/2019,2238896929,,,68355201,,MT,REC,ITA,,NGA,,389.64800000000,,,,05/10/2019,2.00,,trn,0.00,"6,624.02",,,,(623.44),,,,"-1,192.32",,,"1,815.76"
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,(1.76),,,,(3.36),,,5.12 
07/10/2019,2238896929,,,68355201,,MT,REC,ITA,,NGA,,389.64800000000,,,,05/10/2019,2.00,,trn,0.00,0.00,,,,0.00,,,,31.17,,mk,31.17
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
07/10/2019,2238896929,,,68355201,,MT,REC,ITA,,NGA,,389.64800000000,,,,05/10/2019,2.00,,trn,0.00,0.00,,,,0.00,,,,59.62,,mk,59.62
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.17,,,0.17
07/10/2019,2239185957,,,73434389,,MT,REC,USA,,NGA,,355.00000000000,,,,05/10/2019,0.45,,trn,0.00,"2,840.00",,,,(26.20),,,,(511.20),,,537.40 
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,(0.07),,,,(1.44),,,1.51 
07/10/2019,2239185957,,,73434389,,MT,REC,USA,,NGA,,355.00000000000,,,,05/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
10/10/2019,2240078776,,,40341343,,MT,REC,USA,,NGA,,355.00000000000,,,,08/10/2019,1.25,,trn,0.00,"3,546.45",,,,(355.00),,,,(638.36),,,993.36 
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,(1.00),,,,(1.80),,,2.80 
10/10/2019,2240078776,,,40341343,,MT,REC,USA,,NGA,,355.00000000000,,,,08/10/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,17.75,,mk,17.75
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
10/10/2019,2240078776,,,40341343,,MT,REC,USA,,NGA,,355.00000000000,,,,08/10/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
11/10/2019,2240066795,,,72399305,,MT,REC,USA,,NGA,,355.00000000000,,,,08/10/2019,0.45,,trn,0.00,"1,420.00",,,,(15.98),,,,(255.60),,,271.58 
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,(0.05),,,,(0.72),,,0.77 
11/10/2019,2240066795,,,72399305,,MT,REC,USA,,NGA,,355.00000000000,,,,08/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,12.78,,mk,12.78
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
11/10/2019,2240517607,,,16341888,,MT,REC,USA,,NGA,,355.00000000000,,,,10/10/2019,0.45,,trn,0.00,"2,840.00",,,,(159.75),,,,(511.20),,,670.95 
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,(0.45),,,,(1.44),,,1.89 
11/10/2019,2240517607,,,16341888,,MT,REC,USA,,NGA,,355.00000000000,,,,10/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
11/10/2019,2240517607,,,16341888,,MT,REC,USA,,NGA,,355.00000000000,,,,10/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,7.99,,mk,7.99
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
14/10/2019,2240540805,,,38878523,,MT,REC,USA,,NGA,,355.00000000000,,,,10/10/2019,0.45,,trn,0.00,"1,420.00",,,,(15.98),,,,(255.60),,,271.58 
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,(0.05),,,,(0.72),,,0.77 
14/10/2019,2240540805,,,38878523,,MT,REC,USA,,NGA,,355.00000000000,,,,10/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,12.78,,mk,12.78
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
16/10/2019,2241817490,,,81183718,,MT,REC,USA,,NGA,,355.00000000000,,,,14/10/2019,1.25,,trn,0.00,"3,546.45",,,,(35.50),,,,(638.36),,,673.86 
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,(0.10),,,,(1.80),,,1.90 
16/10/2019,2241817490,,,81183718,,MT,REC,USA,,NGA,,355.00000000000,,,,14/10/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
16/10/2019,2241817490,,,81183718,,MT,REC,USA,,NGA,,355.00000000000,,,,14/10/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,1.78,,mk,1.78
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
