MTCN	TransactionType	Code	PayCountry	RecCountry	Account	Location_ID	LocationName	Direction	Address	LOCCurrencyCode	RecDateUSYear	RecDateUSMonth	RecDateUSDay	RecDateLOCYear	RecDateLOCMonth	RecDateLOCDay	PayDateUSYear	PayDateUSMonth	PayDateUSDay	PayDateLOCYear	PayDateLOCMonth	PayDateLOCDay	SetDateUSYear	SetDateUSMonth	SetDateUSDay	SetDateLOCYear	SetDateLOCMonth	SetDateLOCDay	RepDateYear	RepDateMonth	RepDateDay	RecPayoutRate	PayPayoutRate	RecSettlementRate	PaySettlementRate	ClearPrincipalUSD	ClearChargesUSD	ClearFXUSD	ClearFXREC	ClearPrincipalLOC	ClearChargesLOC	ClearFXLOC	ClearPrincipalPAY	ClearChargesPAY	ClearFXPAY	RecPrincipalUSD	TotalChargesUSD	RecPrincipalLOC	RecCurrencyCode	PayCurrencyCode	RecPrincipalREC	RecPrincipalPAY	TotalChargesREC	TotalChargesPAY	ClearPrincipalREC	ClearChargesREC	TotalChargesLOC	Spread	SendPayIndicator	ProductCode	ProductGroupName	AdjustmentMTCN	AdjustmentReason	AdjustmentType	AdjustmentReasonCode	AdjustmentTypeCode	TxnStatus
5492693030	T	NGN	NIGERIA	CAPE VERDE	ADH152713	245	FCMB - #267 - UMUAHIA - UMUAHIA BRANCH	I	UMUAHIA 10 Akanu Ibian Way {CR}	NGN	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	0.010055699	355	0.010037091	355	-190.87	-2.72	0	0	-67759.74	-965.6	0	-67759.74	-965.6	0	196.92	15.06	69906.6	CVE	NGN	19619	69906.6	1500	5346.3	-19016.47	-270.99	5346.3	3.25	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
6324394610	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH152472	203	FCMB - #148 - IBADAN - CHALLENGE BRANCH	I	IBADAN	NGN	2019	8	26	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-93.61	-0.65	0	0	-33231.55	-230.75	0	-33231.55	-230.75	0	100	4	35500	USD	NGN	100	35500	4	1420	-93.61	-0.65	1420	6.39	P	FTSS			UNKNOWN	UNKNOWN			S
4675916882	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150843	115	FCMB - #077 - IBADAN - UNIVERSITY COLLEGE HOSPITAL	I	UNIVERSITY TEACHING HOSPITAL IBADAN.	NGN	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-46.8	-0.48	0	0	-16615.77	-170.4	0	-16615.77	-170.4	0	50	3	17750	USD	NGN	50	17750	3	1065	-46.8	-0.48	1065	6.39	P	FTSS			UNKNOWN	UNKNOWN			S
1795850534	T	NGN	NIGERIA	SPAIN	ADH150030	74	FCMB - #015 - LAGOS  - IPONRI CASH CENTR	I	IPONRI CASH OFFICE	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1.109399989	355	1.107338985	355	-161	-1.18	0	0	-57155.59	-418.9	0	-57155.59	-418.9	0	166.1	6.53	58965.5	EUR	NGN	150	58965.5	5.9	2318.15	-145.39	-1.07	2318.15	3.25	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
2985963980	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH151569	215	FCMB - #182 - ABUJA - ABUJA AP PLAZA	I		NGN	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-93.61	-0.65	0	0	-33231.55	-230.75	0	-33231.55	-230.75	0	100	4	35500	USD	NGN	100	35500	4	1420	-93.61	-0.65	1420	6.39	P	FTSS			UNKNOWN	UNKNOWN			S
6232547252	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH152218	272	FCMB - #235 - CALABAR - NEW SECRETARIAT	I	NEW SEC BRANCH New Secretariat Complex, M. Mohammed Way,{CR}	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-199.1	-1.8	0	0	-70680.5	-639	0	-70680.5	-639	0	200	9.99	71000	USD	NGN	200	71000	9.99	3546.45	-199.1	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
3608405037	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150393	45	FCMB - #008 - WARRI - WARRI BRANCH	I	OKUMAGBA AVENUE	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-696.85	-2.88	0	0	-247381.75	-1022.4	0	-247381.75	-1022.4	0	700	16	248500	USD	NGN	700	248500	16	5680	-696.85	-2.88	5680	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
5280782091	T	NGN	NIGERIA	SPAIN	ADH150986	123	FCMB - #095 - LEKKI - LEKKI 2 BRANCH	I	2ND ROUND ABT OPP JAKANDE EST LEKKI EPE EXPRESS	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1.110199987	355	1.107338985	355	-28.17	-0.78	0	0	-10000	-276.9	0	-10000	-276.9	0	29.28	4.32	10394.4	EUR	NGN	26.44	10394.4	3.9	1533.6	-25.44	-0.7	1533.6	4.05	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
1217529767	T	NGN	NIGERIA	SOUTH AFRICA	ADH152472	203	FCMB - #148 - IBADAN - CHALLENGE BRANCH	I	IBADAN	NGN	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-36.2	-1.26	0	0	-12851.53	-447.3	0	-12851.53	-447.3	0	36.42	7	12929.1	USD	NGN	36.42	12929.1	7	2485	-36.2	-1.26	2485	0.6	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
8259751913	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH152878	252	FCMB - #257 - UGHELLI - UGHELLI BRANCH	I	UGHELLI 30 Ekiugbo.Warri Road {CR}	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-141.91	-0.9	0	0	-50379.82	-319.5	0	-50379.82	-319.5	0	150	5	53250	USD	NGN	150	53250	5	1775	-141.91	-0.9	1775	5.39	P	FTSS			UNKNOWN	UNKNOWN			S
6500882467	T	NGN	NIGERIA	BRAZIL	ADH152571	269	FCMB - #279 - AKURE OSHINLE	I	OLUKAYODE HOUSE 1{CR}	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	0.240659752	355	0.240659754	355	-447.38	-3.32	0	0	-158820.56	-1178.6	0	-158820.56	-1178.6	0	461.12	18.44	163697.6	BRL	NGN	1916.08	163697.6	76.64	6546.2	-1858.97	-13.8	6546.2	2.98	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
4835255360	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150843	115	FCMB - #077 - IBADAN - UNIVERSITY COLLEGE HOSPITAL	I	UNIVERSITY TEACHING HOSPITAL IBADAN.	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-119.46	-1.8	0	0	-42408.3	-639	0	-42408.3	-639	0	120	9.99	42600	USD	NGN	120	42600	9.99	3546.45	-119.46	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
1389847851	T	NGN	NIGERIA	GERMANY	ADH152450	202	FCMB - #177 - IBADAN - AGODI BRANCH	I	AGODI Iwo Road (Used to be at Inaolaji Shopping Complex){CR}	NGN	2019	8	26	2019	8	26	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1.113300099	355	1.108537198	355	-95.54	-2.98	0	0	-33915.93	-1057.9	0	-33915.93	-1057.9	0	99.77	16.52	35418.35	EUR	NGN	90	35418.35	14.9	5864.6	-86.19	-2.69	5864.6	4.65	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
4091976251	T	NGN	NIGERIA	ITALY	ADH151196	140	FCMB - #114 - AGEGE - AGEGE BRANCH	I	OLD  ABEOKUTA  EXPRESS ROAD OKO-OBA{CR}	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1.110600098	355	1.107338985	355	-53.84	-0.98	0	0	-19111.9	-347.9	0	-19111.9	-347.9	0	55.37	5.43	19656.35	EUR	NGN	50	19656.35	4.9	1927.65	-48.62	-0.89	1927.65	3.05	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
5304104220	T	NGN	NIGERIA	CROATIA	ADH151471	175	FCMB - #137 - IKEJA GRA - IKEJA GRA BRAN	I	ISAAC JOHNSON STREET IKEJA	NGN	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	0.149838499	355	0.149742069	355	-197.18	-5.12	0	0	-70000	-1817.6	0	-70000	-1817.6	0	205.37	28.45	72906.35	HRK	NGN	1371.52	72906.35	190	10099.75	-1316.8	-34.19	10099.75	4.05	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
3270592718	T	NGN	ITALY	NIGERIA	ADH150809	101	FCMB - #079 - SURULERE - ADENIRAN OGUNSA	O	33 ADENIRAN OGUNSAYA STREET SURULERE	NGN	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	0.002816899	0.901875898	0.002816901	0.90355467	886.27	28.87	31.48	11175.4	314625.85	10248.85	11175.4	800.79	26.09	28.44	917.75	35.21	325800	NGN	EUR	325800	829.24	12500	31.81	314625.85	10248.85	12500	3.25	S	IMTR	MTRN		UNKNOWN	UNKNOWN			S
4146189820	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH151460	174	FCMB - #135 - MARINA - MARINA BRANCH	I	MARINA STREET, LAGOS ISLAND	NGN	2019	8	26	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-56.17	-1	0	0	-19938.93	-355	0	-19938.93	-355	0	60	7.5	21300	USD	NGN	60	21300	7.5	2662.5	-56.17	-1	2662.5	6.39	P	FTSS			UNKNOWN	UNKNOWN			S
9639216900	T	NGN	LIBERIA	NIGERIA	ADH150656	105	FCMB - #074 - MINNA - MINNA BRANCH	O	PAIKO ROAD MINNA	NGN	2019	8	28	2019	8	28	2019	9	4	2019	9	4	2019	8	28	2019	8	28	2019	8	28	0.002816899	1	0.002816901	1	100	12.7	3.36	1192.8	35500	4508.5	1192.8	100	12.7	3.36	103.36	15.49	36692.51	NGN	USD	36692.51	103.36	5500	15.49	35500	4508.5	5500	3.25	S	IMTR	MTRN		UNKNOWN	UNKNOWN			S
0285348210	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150843	115	FCMB - #077 - IBADAN - UNIVERSITY COLLEGE HOSPITAL	I	UNIVERSITY TEACHING HOSPITAL IBADAN.	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-447.97	-1.8	0	0	-159031.12	-639	0	-159031.12	-639	0	450	9.99	159750	USD	NGN	450	159750	9.99	3546.45	-447.97	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
9387537375	T	NGN	NIGERIA	ZAMBIA	ADH150579	80	FCMB - #068 - OSHOGBO - OSOGBO BRANCH	I		NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	0.076045599	355	0.076045627	355	-563.38	-5.54	0	0	-200000	-1966.7	0	-200000	-1966.7	0	578.42	30.8	205339.1	ZMW	NGN	7606.21	205339.1	405	10934	-7408.45	-72.85	10934	2.6	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
2661841887	T	NGN	CANADA	NIGERIA	ADH150403	88	FCMB - #042 - UYO - ORON ROAD BRANCH UYO	O	105 ORON ROAD UYO	NGN	2019	8	28	2019	8	28	2019	9	9	2019	9	10	2019	8	28	2019	8	28	2019	8	28	0.002816899	1.328499987	0.002816901	1.33289635	434.62	12.7	16.08	5708.4	154290.1	4508.5	5708.4	579.3	16.93	21.43	450.7	15.49	160000	NGN	CAD	160000	600.74	5500	20.65	154290.1	4508.5	5500	3.25	S	CMTR	MTRN		UNKNOWN	UNKNOWN			S
4117232812	T	NGN	UNITED KINGDOM	NIGERIA	ADH150360	13	FCMB - #009 - BENIN CITY - BENIN BRANCH	O	112 MISSION ROAD {CR}	NGN	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	0.002816899	0.813934497	0.002816901	0.8204309	121.89	12.7	5.1	1810.5	43270.95	4508.5	1810.5	100	10.42	4.18	126.99	15.49	45080.41	NGN	GBP	45080.41	104.19	5500	12.71	43270.95	4508.5	5500	3.25	S	IMTR	MTRN		UNKNOWN	UNKNOWN			S
1925764588	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150524	58	FCMB - #033 - OTA - OTTA BRANCH	I	56 IDI-IROKO ROAD SANGO OTTA	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-895.95	-2.88	0	0	-318062.25	-1022.4	0	-318062.25	-1022.4	0	900	16	319500	USD	NGN	900	319500	16	5680	-895.95	-2.88	5680	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
6540110945	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150162	9	FCMB - #007 - IKEJA - IKEJA BRANCH	I	29 OBA AKRAN AVENUE LAGOS	NGN	2019	8	24	2019	8	24	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-59.73	-1.8	0	0	-21204.15	-639	0	-21204.15	-639	0	60	9.99	21300	USD	NGN	60	21300	9.99	3546.45	-59.73	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
2528538081	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150063	66	FCMB - #039 - LAGOS ISLAND - BROAD STREET	I		NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-199.1	-1.8	0	0	-70680.5	-639	0	-70680.5	-639	0	200	9.99	71000	USD	NGN	200	71000	9.99	3546.45	-199.1	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
8445375370	T	NGN	NIGERIA	SOUTH AFRICA	ADH151679	-1	UNKNOWN	I		NGN	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-99.4	-1.8	0	0	-35287	-639	0	-35287	-639	0	100	10	35500	USD	NGN	100	35500	10	3550	-99.4	-1.8	3550	0.6	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
5290584239	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH152890	247	FCMB - #280 - LEKKI ADMIRALTY	I	12e Waterfront Plaza, Admiralty way, Lekki Phase 1, Lagos {CR}	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-199.1	-1.8	0	0	-70680.5	-639	0	-70680.5	-639	0	200	9.99	71000	USD	NGN	200	71000	9.99	3546.45	-199.1	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
0582680590	T	NGN	NIGERIA	THAILAND	ADH152670	250	FCMB - #163 - BADAGRY - OJO ALABA BRANCH	I	ALABA I Shop D51, Electrical Section, Alaba Intl Market,{CR}	NGN	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	0.032659399	355	0.032659459	355	-581.99	-0.58	0	0	-206607.01	-205.9	0	-206607.01	-205.9	0	587.87	3.23	208693.85	THB	NGN	18000	208693.85	99	1146.65	-17819.95	-17.76	1146.65	1	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
8619255171	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH151008	131	FCMB - #093 - YOLA - YOLA BRANCH	I	HOSPITAL ROAD JIMETA TOWN	NGN	2019	8	22	2019	8	22	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-99.55	-1.26	0	0	-35340.25	-447.3	0	-35340.25	-447.3	0	100	7	35500	USD	NGN	100	35500	7	2485	-99.55	-1.26	2485	0.45	P	AICS			UNKNOWN	UNKNOWN			S
3143766429	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150986	123	FCMB - #095 - LEKKI - LEKKI 2 BRANCH	I	2ND ROUND ABT OPP JAKANDE EST LEKKI EPE EXPRESS	NGN	2019	8	20	2019	8	20	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-49.77	-1.8	0	0	-17670.12	-639	0	-17670.12	-639	0	50	9.99	17750	USD	NGN	50	17750	9.99	3546.45	-49.77	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
6776045564	T	NGN	NIGERIA	GUYANA	ADH150524	58	FCMB - #033 - OTA - OTTA BRANCH	I	56 IDI-IROKO ROAD SANGO OTTA	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	0.004761899	355	0.004761904	355	-136.54	-3	0	0	-48472.71	-1065	0	-48472.71	-1065	0	140.48	16.67	49870.4	GYD	NGN	29500	49870.4	3500	5917.85	-28673.4	-630	5917.85	2.8	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
2958769485	T	NGN	NIGERIA	QATAR	ADH151031	124	FCMB - #094 - AKWA - AWKA BRANCH	I	84A  NNAMDI AZIKIWE AVE, {CR}{CR}	NGN	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	0.273972596	355	0.273972602	355	-260.44	-0.99	0	0	-92455.62	-351.45	0	-92455.62	-351.45	0	268.49	5.48	95313.95	QAR	NGN	980	95313.95	20	1945.4	-950.61	-3.61	1945.4	3	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
5348240138	T	NGN	UNITED STATES OF AMERICA	NIGERIA	ADH152317	196	FCMB - #174 - AMUWO-ODOFIN - FESTAC TOWN	O	PLOT 1572 4TH AVE	NGN	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	0.002816899	1	0.002816901	1	500	12.7	16.8	5964	177500	4508.5	5964	500	12.7	16.8	516.8	15.49	183462.53	NGN	USD	183462.53	516.8	5500	15.49	177500	4508.5	5500	3.25	S	IMTR	MTRN		UNKNOWN	UNKNOWN			S
9023680481	T	NGN	NIGERIA	UNITED ARAB EMIRATES	ADH150162	9	FCMB - #007 - IKEJA - IKEJA BRANCH	I	29 OBA AKRAN AVENUE LAGOS	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	0.272257007	355	0.27225701	355	-61.78	-0.74	0	0	-21932.75	-262.7	0	-21932.75	-262.7	0	68.13	4.08	24186.15	AED	NGN	250.25	24186.15	15	1448.4	-226.92	-2.72	1448.4	9.32	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
2430421511	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150052	29	FCMB - #034 - AJAH - AJAH BRANCH	I	KM 23 BERGER BUS STOP LAGOS EXPRESS WAY	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-70.21	-0.72	0	0	-24923.66	-255.6	0	-24923.66	-255.6	0	75	4	26625	USD	NGN	75	26625	4	1420	-70.21	-0.72	1420	6.39	P	FTSS			UNKNOWN	UNKNOWN			S
4331591123	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150931	111	FCMB - #086 - BENIN CITY - UGBOWO BRANCH	I	USELU UGBOWO EXPRESS ROAD	NGN	2019	8	27	2019	8	27	2019	8	28	2019	8	28	2019	8	28	2019	8	28	2019	8	28	1	355	1	355	-169.23	-1.8	0	0	-60078.42	-639	0	-60078.42	-639	0	170	9.99	60350	USD	NGN	170	60350	9.99	3546.45	-169.23	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
9444888878	T	NGN	KENYA	NIGERIA	ADH151909	224	FCMB - #167 - LAGOS ISLAND - JOSEPH LILG	O	JOSEPH STREET 2, Joseph Street{CR}	NGN	2019	8	28	2019	8	28	2019	9	2	2019	9	2	2019	8	28	2019	8	28	2019	8	28	0.002816899	103.369999885	0.002816901	103.43	204.28	12.7	6.99	2481.45	72519.4	4508.5	2481.45	21129	1313.56	722.98	211.27	15.49	75000	NGN	KES	75000	21851.66	5500	1602.13	72519.4	4508.5	5500	3.25	S	IMTR	MTRN		UNKNOWN	UNKNOWN			S
4465877502	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150777	106	FCMB - #058 - IBADAN BODIJA BRANCH	I	BODIJA ROAD IBADAN	NGN	2019	8	28	2019	8	28	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	1	355	1	355	-99.55	-1.8	0	0	-35340.25	-639	0	-35340.25	-639	0	100	9.99	35500	USD	NGN	100	35500	9.99	3546.45	-99.55	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
7112555740	T	NGN	NIGERIA	CANADA	ADH150887	114	FCMB - #084 - ENUGU - GARDEN AVENUE ENUGU	I	41 GARDEN ROAD AVENUE ENUGU	NGN	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	0.751371197	355	0.750979427	355	-74.24	-0.81	0	0	-26353.6	-287.55	0	-26353.6	-287.55	0	75.1	4.51	26660.5	CAD	NGN	100	26660.5	6	1601.05	-98.86	-1.08	1601.05	1.2	P	AVSS			UNKNOWN	UNKNOWN			S
0622874567	T	NGN	NIGERIA	MALDIVES	ADH152317	196	FCMB - #174 - AMUWO-ODOFIN - FESTAC TOWN	I	PLOT 1572 4TH AVE	NGN	2019	8	28	2019	8	28	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	1	355	1	355	-906.98	-13.32	0	0	-321979.32	-4728.6	0	-321979.32	-4728.6	0	918	74	325890	USD	NGN	918	325890	74	26270	-906.98	-13.32	26270	1.2	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
0546343132	T	NGN	NIGERIA	SPAIN	ADH151327	159	FCMB - #122 - OJOO - OJOO BRANCH	I	1C OYO RD	NGN	2019	8	28	2019	8	28	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	1.108799993	355	1.106739894	355	-527.68	-2.37	0	0	-187324.68	-841.35	0	-187324.68	-841.35	0	540.2	13.17	191771	EUR	NGN	488.1	191771	11.9	4675.35	-476.79	-2.14	4675.35	2.5	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
4225884991	T	NGN	NIGERIA	SAUDI ARABIA	ADH152241	270	FCMB - #153 - ILORIN - ILORIN AZEEZ ATTA	I	ABDULAZEEZ ATTAH ROAD BRANCH 120, Abdulazeez Attah Road{CR}	NGN	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	0.266623999	355	0.266624006	355	-375.34	-4.8	0	0	-133245.68	-1704	0	-133245.68	-1704	0	399.94	26.66	141978.7	SAR	NGN	1500	141978.7	100	9464.3	-1407.75	-18	9464.3	6.15	P	AVSS			UNKNOWN	UNKNOWN			S
5587805079	T	NGN	NIGERIA	IVORY COAST	ADH152263	263	FCMB - #251 - OWERRI - OWERRI MBAISE ROA	I	OWERRI 5B, Mbaise Road{CR}	NGN	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	0.001689699	355	0.001683256	355	-15.46	-0.23	0	0	-5488.71	-81.65	0	-5488.71	-81.65	0	16.83	1.26	5974.65	XOF	NGN	10000	5974.65	750	447.3	-9184.58	-136.64	447.3	8.5	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
4592218251	T	NGN	NIGERIA	INDONESIA	ADH150898	112	FCMB - #087 - MATORI - MATORI BRANCH	I	91 LADIPO ROAD MATORI	NGN	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	0.000070199	355	0.000070269	355	-187.25	-3.22	0	0	-66475.28	-1143.1	0	-66475.28	-1143.1	0	200.55	17.92	71195.25	IDR	NGN	2854000	71195.25	255000	6361.6	-2664754.75	-45823.82	6361.6	6.55	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
2187122262	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150205	51	FCMB - #030 - LAGOS  - ALAGBADO BRANCH	I	AP FILLING STATION OJOKORO, ALAGBADO, LAGOS	NGN	2019	8	28	2019	8	28	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	1	355	1	355	-945.72	-2.88	0	0	-335732.37	-1022.4	0	-335732.37	-1022.4	0	950	16	337250	USD	NGN	950	337250	16	5680	-945.72	-2.88	5680	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
3178369837	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH151196	140	FCMB - #114 - AGEGE - AGEGE BRANCH	I	OLD  ABEOKUTA  EXPRESS ROAD OKO-OBA{CR}	NGN	2019	8	28	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	1	355	1	355	-696.85	-2.88	0	0	-247381.75	-1022.4	0	-247381.75	-1022.4	0	700	16	248500	USD	NGN	700	248500	16	5680	-696.85	-2.88	5680	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
3696867951	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH152878	252	FCMB - #257 - UGHELLI - UGHELLI BRANCH	I	UGHELLI 30 Ekiugbo.Warri Road {CR}	NGN	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	1	355	1	355	-23.4	-0.44	0	0	-8307.89	-156.2	0	-8307.89	-156.2	0	25	3	8875	USD	NGN	25	8875	3	1065	-23.4	-0.44	1065	6.39	P	FTSS			UNKNOWN	UNKNOWN			S
2168135500	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH152670	250	FCMB - #163 - BADAGRY - OJO ALABA BRANCH	I	ALABA I Shop D51, Electrical Section, Alaba Intl Market,{CR}	NGN	2019	8	28	2019	8	28	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	1	355	1	355	-29.86	-1.8	0	0	-10602.07	-639	0	-10602.07	-639	0	30	9.99	10650	USD	NGN	30	10650	9.99	3546.45	-29.86	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
6957331372	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150337	99	FCMB - #013 - ABA - ABA BRANCH	I	ABA	NGN	2019	8	28	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	2019	8	29	1	355	1	355	-169.23	-1.26	0	0	-60078.42	-447.3	0	-60078.42	-447.3	0	170	7	60350	USD	NGN	170	60350	7	2485	-169.23	-1.26	2485	0.45	P	AACS			UNKNOWN	UNKNOWN			S
